%eval_id interface RELDEPTH       DIAMETER       ANGLE          ELECTRELDEPTH  THICKNESS_SKIN THICKNESS_SCT  THICKNESS_APONEUROSIS THICKNESS_LOOSE_AREOLAR_TISSUE THICKNESS_SKULL_OUTER THICKNESS_SKULL_DIPLOE THICKNESS_SKULL_INNER THICKNESS_CSF  CONDUCTIVITY_SKIN CONDUCTIVITY_SCT CONDUCTIVITY_APONEUROSIS CONDUCTIVITY_LOOSE_AREOLAR_TISSUE CONDUCTIVITY_SKULL_CORTICAL CONDUCTIVITY_SKULL_DIPLOE CONDUCTIVITY_CSF AFmax_4um      GAFmax_4um     
41       INTERFACE  0.07536973505  0.4690510467   2.733101858    0.770798541    0.6221916014   1.010185021    0.4908476936   0.6622248675   3.28472669     2.437053263    2.525636612    4.464057639    0.1563989764   0.07226453868  0.04270467606  0.117819464    0.006671268218 0.3642194821   1.945076269    265.4885483    16.09317528    
42       INTERFACE  0.7209690933   0.8618449739   13.86659762    0.6616751166   0.3517348316   0.7121461986   0.1277969951   1.107856799    2.758207457    2.492704749    2.722756747    2.866934777    0.2081911488   0.3076715471   0.07729073928  0.08542895981  0.003602691584 0.4366528245   2.562473361    195.0693655    17.5146855     
43       INTERFACE  0.4437277511   0.6056094689   22.88449707    0.08448176683  0.4141792577   0.9922004428   0.108970594    1.473283969    0.9205774011   3.503278817    0.46806012     3.209469206    0.06981023008  0.2715370107   0.0318925229   0.1416634773   0.01264794346  0.2023113822   3.741396422    217.6646359    7.270035184    
44       INTERFACE  0.2135928863   0.2755622704   56.00867215    0.654968663    0.3458416595   0.7930566056   0.4221286663   0.8301381802   0.8440833341   3.609806359    0.4735508921   4.957499035    0.1792503551   0.04330845114  0.08349690086  0.1207003811   0.004159564919 0.0997148543   1.235976757    422.7031946    13.19666388    
45       INTERFACE  0.05007760323  0.2615995891   61.73477754    0.5391441634   0.2694767053   0.6081275044   0.132627151    0.7735603465   2.118227918    2.691542643    2.438040792    3.399777201    0.05902508389  0.1217578543   0.08406727042  0.1133872411   0.009639304237 0.2143996687   3.08200004     775.9512086    21.62705299    
46       INTERFACE  0.5800045357   0.7930134174   49.83292914    0.5842925215   0.2437670622   1.893725656    0.4211119528   1.4027728      1.232998542    3.521159935    2.165888591    2.784165109    0.104805707    0.1175514975   0.0591943273   0.03748772682  0.003018647555 0.09507895027  1.915816688    252.4039823    14.07211437    
47       INTERFACE  0.177764464    0.1773374132   84.48217062    0.9610733749   0.2273661494   0.7556320893   0.4860516412   1.501858047    2.851746119    3.750119434    0.2595323987   3.186964148    0.04880512282  0.3426328026   0.1085613734   0.1421999038   0.006623839319 0.4266911182   2.629392615    212.0687209    7.6387251      
48       INTERFACE  0.6973318118   0.3394298889   13.48645864    0.5597671547   0.5434042995   0.5126394564   0.5294217232   1.634768427    2.872118808    1.593571582    2.682163844    4.82512952     0.07043434096  0.03751104194  0.123947723    0.1424815226   0.005577112544 0.2314275507   0.6779205996   304.6011729    14.99823228    
49       INTERFACE  0.5670278769   0.8484442592   30.68926861    0.897262063    0.6075084936   0.2152911978   0.1766917994   1.64012245     3.122757006    2.645480649    0.3407073507   2.249479426    0.1746418275   0.003604188061 0.09289199328  0.1106922196   0.002859671208 0.2180405549   3.208547748    188.6975463    19.37788722    
50       INTERFACE  0.4822811578   0.7899858138   31.92895139    0.3042328132   0.3539597204   1.044203401    0.3289162277   0.2599275438   2.586024857    2.813294077    2.732632317    3.764856593    0.1491948828   0.08713023822  0.1080088889   0.07888824886  0.01183141324  0.1681844161   2.006459733    342.1032084    15.66529266    
51       INTERFACE  0.005931252949 0.9869866965   72.97825273    0.3994746279   0.6211539065   1.678460554    0.1081864217   0.5060448058   1.467244035    1.712888115    0.1890278364   4.265771798    0.1662375716   0.2259966637   0.02130465919  0.0150418857   0.001622861744 0.1265174343   1.544156345    214.0555058    9.616030283    
52       INTERFACE  0.5579582119   0.1035825004   85.0810738     0.7042458485   0.8012707049   1.332623273    0.5326809763   0.9669548583   1.040213733    3.004644485    1.742148232    3.403675001    0.2551742603   0.2072821552   0.04448508809  0.09630444478  0.01392763882  0.4526250473   1.399385449    222.7844279    7.117498867    
53       INTERFACE  0.373148021    0.6832670395   35.57477941    0.6052422434   0.3247497613   1.564254177    0.2632044009   1.676617792    2.63876677     3.470677921    0.1371658525   5.058752963    0.25059837     0.107449306    0.1240743893   0.1250570232   0.01288680984  0.4628922209   0.1399101086   140.6385114    9.334988697    
54       INTERFACE  0.1133577304   0.8823201956   74.7017683     0.8772776175   0.4671673152   1.563208899    0.5382167481   0.9836331453   2.707328483    1.552007266    1.960895247    3.415667928    0.1191236176   0.001882284276 0.1170018848   0.1189929244   0.00529544886  0.1094008148   0.06583064297  74.33397206    6.102366874    
55       INTERFACE  0.4490107855   0.5229527717   62.45354092    0.6108411112   0.5174069623   0.3816452493   0.2096540275   0.8951202703   2.504073514    2.666878227    2.182629971    3.330920827    0.0644134883   0.1699358862   0.04404196204  0.1357889415   0.002537929518 0.1326830037   1.324764157    515.4825252    19.32866442    
56       INTERFACE  0.08803640303  0.369759701    38.15168251    0.5227528202   0.4051200604   0.7835990868   0.3484465554   1.693501361    2.240707046    1.884284822    1.428260986    3.613536651    0.09474196637  0.2364239168   0.09069888122  0.04757916537  0.003777737086 0.2861857199   1.170444297    273.9176892    16.65336892    
57       INTERFACE  0.9411662838   0.6804922382   38.19003792    0.5343461513   0.5601940675   0.6052277423   0.1746689769   0.3145727797   2.381508263    3.076068971    1.945517951    4.504510584    0.2174723077   0.145133384    0.08160225482  0.1125844035   0.01161719967  0.1860291671   0.6650212451   381.4156871    13.22575113    
58       INTERFACE  0.735881985    0.2453848293   30.02992325    0.5288969696   0.2192386026   1.802843663    0.2539194005   1.318534131    3.178028858    3.22633436     1.994897605    4.484785977    0.1670365839   0.1460195888   0.06032524826  0.1341160383   0.008668000658 0.1434876675   0.01880679876  216.9710246    13.78963071    
59       INTERFACE  0.839656653    0.9039739599   33.71383215    0.8350896299   0.4316121699   0.1468194969   0.3795675709   0.5569786682   2.515349296    4.121358185    0.801040084    4.77522585     0.07569988465  0.2510184024   0.02245953357  0.06346943823  0.005464653783 0.1149661459   1.518672766    509.8395857    26.16578762    
60       INTERFACE  0.3845981047   0.3263577167   55.42037777    0.7284335923   0.8217310973   0.9609386699   0.3388635571   1.320733214    3.190342948    3.895731382    1.240608075    2.910961209    0.2589693488   0.1156151038   0.07244306091  0.113871033    0.009224320755 0.1173629639   1.335110188    209.9526185    8.997743712    
61       INTERFACE  0.4020312294   0.1443664956   38.98386968    0.6598256435   0.8173236364   1.621775012    0.1822106659   1.698350849    2.474323509    2.877916059    1.54088643     5.026442473    0.04729004276  0.355733997    0.08536624054  0.03160661903  0.003840145389 0.1306849123   2.351656326    131.6333204    9.912239271    
62       INTERFACE  0.391941486    0.5262523382   53.78346066    0.4542255031   0.8161696212   0.7825855095   0.121373078    0.2684942525   1.861443359    3.364009524    0.7147284189   4.216244154    0.1275972793   0.323484718    0.02895395809  0.134718008    0.006131030085 0.4183315008   0.1097057964   330.87611      10.38361933    
63       INTERFACE  0.5241692804   0.3108671201   43.63918301    0.8735208482   0.7846778929   0.2081166693   0.3080775103   1.622718431    2.15877064     2.964348122    1.543664437    3.297493237    0.08140692886  0.3044136708   0.1330550519   0.01831851981  0.008534498636 0.4126372318   1.381147901    439.5849886    16.22772939    
64       INTERFACE  0.1013464203   0.48427395     16.89254364    0.1033383007   0.4544974559   1.472558132    0.362257486    1.395279307    0.6624999085   2.535207506    1.056836316    2.70600699     0.1686439114   0.113225051    0.08864555275  0.05641731478  0.007637531881 0.2915592254   0.4122818077   212.0687209    11.59689642    
65       INTERFACE  0.7307253691   0.3233473876   32.6634691     0.2637259122   0.197218073    0.8544215032   0.2988701829   0.8816116226   1.310147894    1.957137256    1.472620683    4.924225472    0.241390659    0.2846818863   0.06013257441  0.1260815764   0.01036510548  0.2624369691   3.674907556    271.1079756    9.151857875    
66       INTERFACE  0.9339115811   0.3209448676   11.83280196    0.04283491776  0.3191514643   1.221958064    0.4114358478   1.570607651    1.042433522    3.982955253    0.476892024    4.727834135    0.1439709189   0.3039359888   0.1424841304   0.04680685315  0.009265037547 0.327660889    1.449486226    325.286073     8.258768895    
67       INTERFACE  0.08238478627  0.3601613148   38.35234178    0.3725520188   0.7054732456   1.174880217    0.299351523    0.952608626    0.9170745058   4.079411428    0.1161331171   5.085283615    0.253895659    0.3072941723   0.03675797714  0.1429030402   0.006662457089 0.3823091466   3.259903359    130.9397091    6.18987155     
68       INTERFACE  0.03378259574  0.2287848564   47.54159743    0.7218368085   0.357897234    1.834729553    0.4759804811   1.406061894    2.235278382    3.217985325    1.258195919    2.476948325    0.1588700382   0.2471539039   0.1197169126   0.1269221438   0.01232607263  0.1811786652   3.210564758    106.7220937    6.24967467     
69       INTERFACE  0.2584348332   0.3354974802   67.63162227    0.5822356682   0.3097104137   1.264602406    0.3494523448   1.58626848     0.3560494689   1.429780524    1.203837576    3.567703373    0.2559960187   0.3370494702   0.1431930149   0.1287306178   0.01098910485  0.01018893562  3.050347049    159.7245787    5.408354916    
70       INTERFACE  0.9971442762   0.5008166288   33.96151951    0.1207399019   0.3712306453   0.9230377659   0.4126286001   0.7861716829   2.198213199    3.605636744    0.8041706129   5.093614907    0.1260513776   0.25855055     0.1333421096   0.1181336927   0.0101589039   0.004458734044 0.5240694078   291.9515834    15.2501567     
71       INTERFACE  0.3589373476   0.8148769174   41.59755096    0.7375597837   0.8180073596   1.046728897    0.2691894202   0.7841953538   3.222742102    1.94042959     1.619264072    4.294986838    0.2343557366   0.3454960422   0.1167635585   0.03898740597  0.008322063703 0.1323603741   0.9775957414   151.313072     9.557048705    
72       INTERFACE  0.7953920018   0.7762579212   4.753513683    0.006611248382 0.4058677133   1.831072065    0.3919422998   0.4004425881   2.636233666    2.758706401    2.787894645    2.656308161    0.04286282753  0.08692318722  0.03460575008  0.08887164301  0.0112622002   0.09371103229  2.122367518    340.7159858    16.05118264    
73       INTERFACE  0.5725549517   0.2720483685   21.4381964     0.2090608261   0.421492694    1.856667402    0.1919086995   1.084229072    1.768842603    2.453186884    2.034538478    2.673695171    0.1900483041   0.0569643503   0.05692751292  0.04115949331  0.01199931589  0.2858497974   3.150804819    502.0217632    14.58904925    
74       INTERFACE  0.9131393716   0.7464651319   32.10916895    0.101218796    0.730027682    0.9084519626   0.2643549587   1.53360702     1.529209447    2.603448945    1.318110675    4.157834185    0.2608135447   0.2569132191   0.09481237678  0.04036780052  0.005835866563 0.2545955767   3.930034087    190.272867     10.87761187    
75       INTERFACE  0.7174803089   0.3551955312   35.15547343    0.9070739172   0.2159977497   1.277633403    0.4561681138   1.060085342    0.5373475387   3.034781128    1.857651605    2.413419304    0.09418010344  0.2528044378   0.03028317689  0.1279333516   0.01368161605  0.06179953995  3.765657395    122.6575198    8.05959232     
76       INTERFACE  0.2920855294   0.631875044    44.31572022    0.7949828304   0.259613094    0.7852851582   0.2312496195   1.735936253    0.5256275152   3.83644721     2.81300121     2.380586594    0.1745869478   0.1022957104   0.06342445111  0.09498477522  0.01240382688  0.288059604    2.500077178    230.3142253    7.370462893    
77       INTERFACE  0.1862771182   0.7605695305   52.15942449    0.08589458666  0.3998382518   1.60600352     0.2950713358   0.8841308341   2.078224368    4.254075237    2.258635315    4.501462022    0.05553231126  0.2784751161   0.09854857307  0.08010360423  0.006533212591 0.421709695    3.340018696    176.3653723    8.296849264    
78       INTERFACE  0.6333848312   0.9137577111   66.2158375     0.9361620062   0.5130664065   0.4937880859   0.2722397752   1.499643089    2.887039657    3.248796992    2.203626908    4.731211872    0.09729490694  0.1595714245   0.08673557245  0.02738682833  0.006686151972 0.0360350976   3.203775636    404.3166166    17.52749963    
79       INTERFACE  0.2313677638   0.9833569401   74.05607545    0.264126967    0.6323170541   1.31268078     0.5049435127   1.684122059    2.393133821    3.16346362     0.6972179857   3.96054329     0.2423417255   0.1664056478   0.07095551391  0.1142687228   0.001245649936 0.3583170039   2.514062436    175.9421518    8.587510878    
80       INTERFACE  0.990180326    0.3758278774   23.80249522    0.1272457269   0.6614106809   1.618651247    0.3987913258   0.75836909     2.026590993    3.835716813    1.18190262     4.037926152    0.0269566555   0.3290674365   0.04543124127  0.105774644    0.005623445352 0.2016929659   3.447226056    217.6411236    10.45818727    
81       INTERFACE  0.2097378321   0.7823922715   51.35808727    0.2259342342   0.5218142185   0.5717893369   0.1735907867   0.3098290862   3.228671888    2.569425921    1.990198695    2.74994994     0.07353789997  0.3511791143   0.05199535272  0.06738801911  0.005873708074 0.3619926758   2.52131066     382.0505178    15.51526374    
82       INTERFACE  0.4157068836   0.1991659224   87.57187357    0.9825672823   0.7760614317   1.936681197    0.2999140489   1.124591592    2.121700296    2.811376905    0.5120270919   4.226186719    0.06711953887  0.149841537    0.120179252    0.03874416858  0.00221568261  0.1338487086   2.330837142    299.0640385    10.64418307    
83       INTERFACE  0.3504774266   0.2406518815   77.80451128    0.420869709    0.4842480445   1.527857813    0.2576569272   1.200456906    2.548559992    4.022920666    1.576727279    3.23905648     0.2309601024   0.03884717868  0.06756727403  0.06615982329  0.003463263604 0.1732170071   3.033500034    529.2842148    16.91018902    
84       INTERFACE  0.5555595872   0.8968830175   49.97890505    0.3662409406   0.27518085     0.182227028    0.2017965866   0.8397254691   0.3787979157   1.788825887    1.705303548    2.419482982    0.06527638745  0.277654944    0.08839010395  0.01230051205  0.01049502435  0.268174551    0.1038438423   843.6429705    27.15462447    
85       INTERFACE  0.6522301499   0.2301688069   39.151306      0.2794320335   0.8093427215   1.094974497    0.22693792     0.9007333581   0.908946278    1.498009385    2.341439848    4.243599719    0.2587576623   0.23905032     0.009400148843 0.09219926086  0.002615755408 0.06867399849  0.324122363    186.6167124    11.99441397    
86       INTERFACE  0.9211801367   0.3057849403   72.4118289     0.06965845497  0.4870607391   1.549278061    0.1626946917   0.7487347348   1.635860811    2.239424933    1.793243538    3.179645101    0.179002522    0.2806304765   0.1256054992   0.1208724815   0.005175050556 0.405979576    2.93784637     422.4092915    10.06363098    
87       INTERFACE  0.4697406133   0.4716353867   11.78360849    0.1727135765   0.4976048006   1.07653596     0.1239886976   1.009680506    2.102158105    3.184855395    1.15611352     3.662602016    0.02524727874  0.1524716894   0.1262786438   0.08746796736  0.01244288391  0.05440002864  1.085143271    449.1779858    12.47448846    
88       INTERFACE  0.5125501205   0.5548783714   48.24395317    0.3627913887   0.3894081761   1.41656558     0.3831919322   1.032691492    1.773802162    2.344063351    1.752054907    4.599359751    0.05915653736  0.2643028413   0.0930487149   0.08093003872  0.005156603275 0.09112793539  2.618292742    202.2758696    10.05286727    
