Id,Interface,Depth,Diameter,Angle,ThicknessSkin,ThicknessSct,ThicknessAponeurosis,ThicknessLooseAreolarTissue,ThicknessSkullOuter,ThicknessSkullDiploe,ThicknessSkullInner,ThicknessCsf,ConductivitySkin,ConductivitySct,ConductivityAponeurosis,ConductivityLooseAreolarTissue,ConductivitySkullCortical,ConductivitySkullDiploe,ConductivityCsf,AfPeak
232,INTERFACE,-0.322423,-0.0585226,1.04099,-0.0816578,-0.243373,0.314926,-0.872732,0.237218,-0.146015,-0.227455,-0.075316,-0.0504544,0.232596,0.323404,-0.171203,-0.116554,0.158229,0.319529,382.721
233,INTERFACE,-0.043603,0.289364,-0.809453,-0.30166,-0.192631,-0.305145,0.449914,-0.241008,0.0979884,-0.119449,-0.329706,-0.178265,-0.165371,-0.075354,-0.211817,-0.149766,-0.0591581,-0.224701,252.533
234,INTERFACE,-0.122878,-0.130055,-0.358551,-0.135024,-0.214675,-0.223172,0.225059,-0.217676,-0.156179,0.166639,0.0819304,0.15236,-0.181743,-0.291364,-0.151441,-0.245172,-0.323087,-0.222769,350.133
235,INTERFACE,-0.31623,0.0460846,1.55437,-0.333172,-0.11467,0.0524087,-1.50964,0.016394,0.263429,0.215174,-0.26561,0.0792628,-0.251825,-0.219104,-0.278181,0.102169,0.272719,-0.0104827,530.166
236,INTERFACE,-0.281914,0.224549,0.659493,-0.21861,-0.013178,-0.317806,0.205297,0.191439,-0.131518,0.134774,-0.0537504,-0.000364596,-0.194216,0.184102,-0.0524881,0.15024,0.293583,0.186674,285.039
237,INTERFACE,-0.0753324,0.158326,-0.312185,0.17122,-0.210238,-0.166634,1.68765,-0.0601963,0.129327,0.253153,-0.00774281,0.0585537,0.0424708,0.0249465,-0.24389,0.310343,0.282766,-0.206963,187.745
238,INTERFACE,-0.208242,-0.323134,1.53307,-0.15028,0.210616,0.0153344,-0.30852,-0.146512,-0.186656,0.315003,-0.0786961,0.200719,0.0527877,-0.327036,0.279266,-0.188598,-0.139601,-0.0259613,328.443
239,INTERFACE,-0.0292774,0.26543,0.86194,-0.0682775,0.0552912,0.281469,0.515879,0.249712,0.0808554,-0.305729,0.174966,-0.283899,-0.0501589,0.212684,0.0972486,-0.260344,0.318175,-0.307734,220.627
240,INTERFACE,-0.145915,0.226848,0.647357,-0.10086,-0.141525,-0.180336,1.07652,-0.123541,-0.00292447,-0.334863,-0.162778,-0.100363,0.334841,-0.253621,0.13286,-0.338279,0.275612,0.0592298,219.346
241,INTERFACE,-0.18453,-0.226091,1.58409,-0.0222066,-0.257974,-0.330375,0.685668,-0.315707,0.0925646,0.0932112,-0.205134,0.146349,0.15753,0.307941,-0.0666075,-0.0554,0.126021,0.299218,514.648
242,INTERFACE,-0.273908,-0.315854,-1.38708,-0.17475,-0.244195,0.00609127,-1.21045,0.297506,0.309189,0.190424,0.235009,-0.00487223,-0.168142,-0.00308223,-0.336073,0.0444561,0.102156,-0.2797,1459.58
243,INTERFACE,-0.216498,0.154908,0.991571,0.228537,0.241404,0.00756362,-1.13516,0.32875,-0.272459,0.317793,0.084668,0.0485825,0.0686815,-0.301668,-0.014243,-0.336566,-0.296615,0.337804,224.413
244,INTERFACE,0.099483,0.234924,-1.29842,0.11884,0.0883221,0.0760576,0.886168,-0.324401,-0.0835462,-0.123266,0.330897,-0.0677431,0.193132,0.0700185,-0.0153184,-0.0537718,-0.0950975,-0.250955,144.553
245,INTERFACE,-0.114248,-0.238245,1.15485,0.0114385,0.104978,-0.204155,0.725516,-0.0913461,-0.188317,0.19701,0.24349,0.00507229,-0.119383,0.0146374,0.257697,-0.22167,-0.222376,0.270967,313.312
246,INTERFACE,-0.15132,-0.136743,-1.53164,0.231451,-0.197537,0.129499,-0.222053,-0.0594702,-0.27698,0.0571509,-0.111383,-0.021457,0.163903,0.0412886,-0.2797,0.205891,0.0910084,-0.227826,288.448
247,INTERFACE,0.0422955,-0.146375,-0.904259,0.282577,0.120085,-0.308036,0.658173,0.11432,0.237365,-0.29159,-0.108557,-0.334835,-0.0283226,-0.202771,-0.238437,-0.267409,-0.0883268,0.289828,199.584
248,INTERFACE,-0.0530775,0.209258,-1.61755,0.0360007,-0.0246802,-0.0507983,0.195847,0.278366,0.203102,-0.131558,0.17251,-0.287144,-0.0400369,0.137173,0.163292,0.21227,-0.0639858,0.213672,222.155
249,INTERFACE,0.097237,0.268562,-1.12012,-0.310465,0.335666,0.018999,0.0123879,0.159956,0.182211,0.0620669,0.255433,-0.149402,-0.0359392,0.109817,-0.250939,0.0122459,-0.000420698,-0.286421,155.087
250,INTERFACE,-0.0593572,0.0629754,-0.0539469,-0.0249319,0.122367,0.28862,-1.08253,-0.313667,-0.226705,-0.260555,0.237011,-0.0175671,0.119313,0.122098,-0.086501,0.260388,0.289366,-0.0805438,290.529
251,INTERFACE,0.0188985,-0.313199,1.45346,-0.0417276,-0.00775167,-0.206339,-0.956281,-0.0821594,-0.104328,0.187874,-0.0130841,0.322932,-0.206935,-0.113328,-0.153303,0.236019,-0.189084,-0.0132316,1320.06
252,INTERFACE,-0.214191,-0.211333,1.34485,0.20281,-0.289074,-0.164905,-1.1537,0.297652,0.202389,0.0734963,0.141306,-0.0992104,0.239656,0.226925,0.159671,0.250384,-0.237292,0.306649,833.356
253,INTERFACE,0.19587,-0.155145,-0.800872,0.336026,-0.303745,-0.171566,-1.16391,0.150711,-0.0702185,0.221341,0.197188,0.333124,-0.217551,-0.249352,0.305555,0.191066,0.0820583,-0.0916907,1329.24
254,INTERFACE,0.254693,-0.239816,-0.65897,-0.273932,0.060935,-0.262752,0.703044,0.331724,-0.104566,0.284887,0.337494,-0.0833323,-0.332805,-0.105932,0.285059,0.22322,0.0489311,0.267727,688.156
255,INTERFACE,0.29687,-0.172413,-0.399813,0.310217,-0.146375,0.312493,-1.47295,0.0254706,-0.0394853,-0.285033,0.329554,-0.220377,0.116718,-0.00923701,0.17751,0.0579845,0.172577,0.11018,1253.53
256,INTERFACE,0.221693,0.288449,-0.854089,0.0897785,-0.0531667,-0.116483,-1.1317,0.208228,-0.256278,-0.218419,0.183556,-0.032056,0.28361,0.283316,0.0764126,0.00798811,0.0965907,-0.150121,254.555
257,INTERFACE,0.250882,0.161834,-1.63231,-0.0958437,0.2317,-0.0487008,0.664729,0.276539,-0.251648,0.0414866,-0.110763,0.12277,0.059805,0.0890674,-0.226173,-0.23021,0.152149,-0.126405,147.387
258,INTERFACE,0.0724258,0.0237006,0.37622,-0.0154642,0.103537,0.0752576,-0.561461,-0.158725,0.186515,0.25455,-0.154783,-0.273076,-0.315474,-0.189522,0.142913,-0.128315,-0.207144,0.134594,232.301
259,INTERFACE,0.304755,-0.112025,-1.11414,-0.069415,-0.296161,-0.295572,0.915487,0.138339,-0.044422,-0.182791,-0.221154,0.149608,0.223265,-0.0170563,0.206755,-0.136101,0.0637062,0.272471,1059.5
260,INTERFACE,0.161467,-0.255607,0.110366,-0.109787,-0.0361435,0.302832,0.671658,0.0272191,-0.276022,0.21606,-0.237799,-0.266823,0.143207,-0.237898,-0.125128,0.100753,-0.0741873,0.0420871,275.763
261,INTERFACE,-0.269638,-0.142102,-1.73026,-0.187833,0.240223,0.101801,-0.382662,0.282411,0.194216,0.279376,0.240948,0.191568,-0.240557,0.122992,-0.149567,0.06032,0.000138524,-0.176831,196.762
262,INTERFACE,-0.259707,0.00979304,-0.438437,0.0580369,-0.133927,0.0973901,-1.24658,0.113092,-0.0731135,-0.147135,-0.0465799,-0.136366,-0.195557,0.188914,-0.242657,-0.0698273,0.192315,-0.105904,310.15
263,INTERFACE,0.117258,0.129061,-1.03038,-0.119655,-0.331198,0.300818,0.570225,0.0325471,-0.0632887,-0.105015,-0.0563005,0.302464,0.281136,0.05287,0.225347,0.0712702,-0.0155605,-0.20385,343.726
264,INTERFACE,0.180235,0.116596,-1.34676,0.0212715,0.297209,0.193025,1.16352,0.202689,-0.324311,0.262123,0.278971,-0.16243,-0.100429,0.333855,0.234277,0.323258,0.165343,0.13846,158.355
265,INTERFACE,0.337889,0.319151,0.632812,0.219483,-0.0730823,0.0288793,0.169106,-0.00313574,0.0133859,0.0670523,0.0274595,-0.02859,0.143486,0.293585,0.23021,0.110622,0.202714,-0.0166041,294.926
266,INTERFACE,-0.242338,-0.112909,1.69426,0.332115,0.0802299,0.036617,-1.48214,-0.0646043,0.252454,0.289552,0.133003,0.0290986,0.228355,-0.271231,-0.120596,0.196579,-0.219769,0.00512507,427.312
267,INTERFACE,-0.10197,-0.110889,-0.278091,-0.0232437,-0.306977,-0.0199908,1.5488,-0.0544965,0.128777,0.339059,-0.0518789,-0.0400305,-0.158882,-0.0720465,0.241506,0.0771425,-0.107038,-0.299557,278.644
268,INTERFACE,-0.175151,-0.326528,1.27228,-0.146455,0.271,-0.126125,0.760291,-0.252504,0.267962,0.0121505,-0.105019,-0.270748,-0.0315609,0.154317,-0.25421,-0.0876035,0.266494,-0.0769876,341.233
269,INTERFACE,0.231592,0.0113197,-0.774251,-0.0280643,-0.102925,0.150608,-0.570928,0.124185,0.152458,-0.0317515,0.23917,0.264683,-0.308035,-0.0898336,-0.180216,0.305503,0.224358,0.332966,625.696
270,INTERFACE,-0.104177,-0.228381,-1.51853,0.33065,-0.217619,-0.199795,-0.227042,0.0291629,-0.141226,0.308352,-0.139378,-0.231598,0.234575,0.156092,0.154016,0.0664503,-0.184111,-0.322274,550.586
271,INTERFACE,0.290584,0.00390084,1.04659,-0.112951,-0.0375343,0.330827,-0.0214664,-0.229748,0.288436,0.260073,-0.0137971,0.125821,0.076503,0.173638,0.193839,-0.0116456,0.250473,0.339616,435.259
272,INTERFACE,-0.233491,0.0405626,0.325412,0.104992,-0.133164,-0.300573,-1.22596,-0.214569,-0.279764,0.290269,0.0317281,0.293048,0.15267,-0.312612,0.279787,0.0134184,0.234107,0.0241912,393.489
273,INTERFACE,0.00293838,0.0783446,-0.489936,0.035301,0.275245,0.100807,-0.551301,0.17525,-0.0963391,-0.171626,0.314547,0.335036,-0.245716,0.308905,-0.281455,-0.339571,0.0156417,0.308649,153.817
274,INTERFACE,-0.187805,-0.247308,-1.6414,-0.295045,0.0708361,0.123252,0.639984,-0.318867,-0.227363,0.159338,0.00585034,0.120506,-0.0538301,0.0586396,0.297813,-0.22377,0.0731119,0.268172,270.073
275,INTERFACE,0.247167,-0.264968,-0.792999,-0.173195,-0.190692,0.155129,0.799316,0.17444,0.301325,-0.118299,-0.171359,0.0451618,0.26886,0.261077,-0.105806,0.0328245,-0.0298536,0.189309,605.628
276,INTERFACE,0.0102324,0.0867583,-1.0676,-0.283716,0.0269974,-0.233538,-1.4449,-0.134567,-0.0587307,-0.0219952,0.286322,0.0689363,-0.0713412,0.117602,-0.00358589,-0.0474929,-0.331832,-0.17487,489.76
277,INTERFACE,-0.0915262,0.169782,0.552219,-0.270599,-0.0790123,0.177982,-1.35867,0.268106,-0.168603,-0.00117222,0.0602378,0.172535,0.250981,-0.0422385,0.244357,0.0481564,0.141484,0.101413,351.767
278,INTERFACE,-0.0171524,0.287616,0.349754,-0.20307,0.157195,-0.26473,-0.255702,0.304063,-0.196345,0.222467,-0.128504,0.254588,-0.0847095,-0.127961,-0.19011,-0.0285613,-0.295525,-0.129256,229.209
279,INTERFACE,0.313799,0.127408,-0.287216,0.319071,0.195841,0.319584,-0.616366,0.317789,0.321279,-0.294842,-0.014743,0.187013,-0.0799389,-0.095885,0.0589291,-0.261507,0.0861589,0.18124,196.08
280,INTERFACE,0.109694,-0.203676,-1.5348,0.114095,0.109329,-0.147418,0.937739,-0.118191,0.136013,-0.157816,-0.206739,0.0861576,0.202705,0.0356937,-0.123006,0.16706,-0.132747,0.00140488,199.572
281,INTERFACE,0.0578452,-0.238652,-1.59166,-0.0982368,0.210462,-0.15307,0.603657,-0.295992,0.307471,-0.0193114,-0.0647671,-0.0815134,-0.252343,0.317849,0.0327698,-0.231854,-0.099389,-0.167674,302.038
282,INTERFACE,-0.0893639,-0.324274,0.581908,0.0144828,-0.286419,0.161995,-0.393028,-0.118816,0.0445375,0.0951536,-0.180072,0.0117776,-0.0925018,-0.270104,-0.0991365,-0.104724,0.0896101,-0.0850346,728.844
283,INTERFACE,0.229806,0.054607,-1.22208,-0.279684,-0.282,0.0303077,-0.103126,0.144281,-0.243738,-0.0703965,-0.0642857,-0.185709,-0.144704,0.273871,0.196199,-0.309051,0.0221706,-0.333961,413.087
284,INTERFACE,0.227555,0.0933217,0.150109,0.00138053,-0.122189,0.30005,0.973317,-0.288554,-0.166517,-0.0570143,-0.30744,0.0748785,0.0250662,-0.125666,-0.130457,0.324363,0.0301618,0.138844,280.442
285,INTERFACE,-0.301926,-0.209129,-0.945551,0.173181,0.160783,0.161695,-0.517615,0.221635,-0.00202393,0.312154,0.0642412,0.247633,-0.110239,0.311607,-0.270218,0.326584,-0.294401,-0.040966,185.088
286,INTERFACE,-0.303069,0.274715,-1.62279,-0.0750055,0.295285,0.0469986,-0.385435,0.189941,0.184687,-0.0199676,0.0885599,0.193369,-0.211811,0.0109524,0.212909,-0.147223,-0.0761568,-0.118253,130.916
287,INTERFACE,-0.0126546,0.324191,0.806723,-0.183331,0.203881,0.256125,1.32834,-0.196512,-0.0977266,-0.0955332,0.267015,0.0249807,-0.267213,-0.0972669,0.0701348,0.115292,0.0466119,0.146512,192.213
288,INTERFACE,0.193644,0.0879661,0.65047,0.147611,-0.154805,0.317221,-0.686488,0.146046,-0.161694,0.154064,0.288262,0.3005,-0.194428,0.321042,0.139834,-0.198633,-0.154829,-0.32389,364.134
289,INTERFACE,0.00548563,0.0203922,1.60579,0.201867,0.0346067,0.248268,-0.950737,-0.157628,0.13639,0.0255307,-0.311835,-0.252502,0.110773,-0.108243,0.0922097,-0.0436762,0.31501,0.215995,406.186
290,INTERFACE,-0.0933643,0.274584,1.25186,-0.31825,0.3208,-0.137609,-0.263981,-0.328964,-0.316134,0.24868,-0.0061766,-0.107586,0.144368,0.139186,0.299135,-0.227713,-0.328996,-0.015868,227.387
291,INTERFACE,-0.245611,0.281842,1.72028,0.0310761,-0.142575,0.116309,1.48761,0.0981551,-0.0775659,0.118317,0.146149,-0.204787,-0.200314,0.231993,0.290126,0.0247628,0.241001,0.0847168,243.599
292,INTERFACE,0.0630747,-0.150378,-1.39176,0.323597,-0.225292,0.0316704,1.28013,0.0856502,0.00557498,0.191671,-0.0930231,-0.239377,0.284994,0.312663,0.161178,0.0266208,-0.286625,0.0971349,267.546
293,INTERFACE,0.0333959,-0.164076,-1.39673,0.269084,0.0892972,-0.245371,-0.8141,-0.230626,-0.246463,0.234714,-0.0473417,0.0704133,0.062032,-0.104625,0.0891276,0.131065,0.261696,0.167667,425.489
294,INTERFACE,0.271393,-0.258651,0.237808,-0.00121134,0.178633,0.117699,0.303898,0.318854,-0.241607,-0.00486269,0.230936,-0.158115,0.296749,-0.142487,-0.0646423,0.0917205,0.170663,-0.155712,255.214
295,INTERFACE,-0.162444,0.270115,-1.43438,0.250661,0.303795,0.0372563,0.555405,0.0993101,-0.308538,-0.0736694,0.0391201,0.234304,-0.0320153,-0.199745,0.21026,-0.0671851,0.251941,0.245684,116.668
296,INTERFACE,-0.142406,-0.191337,-1.37494,0.234686,0.179414,0.177458,-0.336813,0.305559,0.265066,0.0581916,-0.336531,-0.0342993,-0.302056,0.207156,-0.0885113,-0.00435112,0.0152908,-0.0236708,139.945
297,INTERFACE,-0.0706347,0.111378,-0.253393,0.0471438,0.21624,-0.278341,1.61085,-0.0566598,-0.178398,0.0985319,0.254206,-0.211842,0.289168,0.127477,0.163945,-0.169191,-0.26023,0.0800376,156.85
298,INTERFACE,-0.0555484,0.17695,0.787732,-0.0432886,0.252676,-0.277556,-0.0937767,0.0641572,0.0273651,-0.151171,0.103418,0.110736,-0.0959103,-0.298479,-0.297663,0.0359747,-0.205511,0.272357,259.799
299,INTERFACE,-0.290657,-0.127986,0.69679,0.0727654,0.105817,0.0267679,1.58024,0.216109,-0.10145,-0.218766,-0.0716644,-0.133442,-0.323914,0.0811063,-0.317351,-0.0356094,0.270398,0.148928,105.1
300,INTERFACE,0.306373,-0.169076,1.5686,-0.232405,0.124014,0.326504,1.1222,-0.277996,-0.331542,0.035269,-0.00290093,-0.07188,-0.11603,0.0580779,-0.00150653,-0.205524,0.119087,0.141977,375.032
301,INTERFACE,-0.187223,-0.223429,-0.887827,-0.163487,-0.268153,0.0280808,1.59043,-0.135583,0.0556234,0.0536163,0.0540379,-0.155667,-0.117718,0.214624,-0.0283771,0.165547,0.159099,-0.315503,300.392
302,INTERFACE,-0.235255,0.105525,-0.971125,0.236887,0.152629,0.327751,-1.10759,0.152869,-0.154934,-0.143614,-0.173457,0.175172,0.00562478,-0.209301,-0.0796944,0.328841,-0.029188,-0.313216,169.947
303,INTERFACE,-0.0207296,0.210897,0.185583,0.0679529,-0.0865314,-0.253662,-1.26692,-0.192394,0.142955,0.0418115,0.177708,-0.307161,-0.127483,-0.0800946,-0.0876788,0.194535,0.25981,0.297335,442.312
304,INTERFACE,0.0621736,-0.106756,-0.540597,0.0549568,-0.241427,-0.0995021,-0.0121759,-0.317036,-0.00469491,-0.217746,-0.0164074,-0.202737,0.0366197,0.103666,0.115625,-0.268319,-0.00323588,0.258996,542.522
305,INTERFACE,0.128049,-0.0029977,-1.0559,0.047509,0.139447,-0.145573,1.09616,0.255942,-0.206699,-0.264992,0.309167,-0.250479,0.200121,0.0933028,-0.256247,-0.259566,0.182655,0.254675,139.51
306,INTERFACE,-0.0564203,0.228975,-0.303478,-0.303379,-0.0269014,-0.0402489,-0.0156856,-0.19144,0.0544274,0.225339,0.330413,-0.00241219,-0.285873,0.161634,-0.30055,-0.29742,-0.00619716,-0.171977,201.947
307,INTERFACE,0.100125,-0.0104845,-1.60589,-0.0548724,-0.173683,-0.318412,-1.32045,0.0224705,-0.281925,-0.242568,-0.227264,0.230904,0.330342,-0.317204,-0.0653615,0.0655563,-0.240786,0.0218173,544.05
308,INTERFACE,0.106574,0.297373,-0.135404,0.214473,-0.0624766,-0.140156,-0.720878,-0.115717,0.215758,-0.310963,-0.322106,0.260539,0.278582,0.271019,0.320729,0.0652028,0.00613419,-0.317675,273.965
309,INTERFACE,-0.105486,0.142375,0.409281,0.161832,0.331093,0.0553548,0.836388,-0.291007,0.131134,0.136422,-0.292842,-0.118732,-0.311812,-0.11416,-0.0134812,0.271536,-0.230944,-0.0603367,118.143
310,INTERFACE,0.269257,-0.276517,0.833729,0.0205216,0.253027,-0.0385041,0.785017,-0.17493,0.12536,0.218839,-0.288114,-0.061071,-0.145539,0.0716459,0.046047,-0.147029,0.281883,0.333761,357.61
311,INTERFACE,-0.286324,0.0696264,-0.513758,0.258081,0.291437,0.203267,-1.17061,-0.0428596,-0.0888175,-0.0118649,0.176357,-0.255121,0.151495,-0.0880353,-0.216295,0.00655559,0.0412243,-0.128075,194.094
312,INTERFACE,0.149255,-0.114876,1.59109,-0.048876,-0.0809655,0.2168,0.745943,-0.270405,-0.084545,0.0818078,-0.122619,-0.301246,-0.0866403,-0.282428,-0.0370678,0.234076,-0.186676,-0.0283895,449.096
313,INTERFACE,0.272336,-0.180388,-0.803244,0.0599795,0.270072,-0.315696,-0.0270694,-0.306561,0.223108,0.0504871,0.062778,-0.108714,0.0585756,0.0898038,0.148503,-0.0459923,0.067366,-0.0617563,340.069
314,INTERFACE,0.0323796,-0.0236789,-1.20591,0.0344273,0.0292058,0.0499366,0.437369,-0.155314,-0.0686072,-0.178606,0.238321,0.146038,-0.0179314,-0.168174,-0.221413,-0.204684,-0.0308584,-0.22012,190.461
315,INTERFACE,-0.0459506,-0.249366,-0.243772,0.216945,0.140345,-0.16861,-1.04191,-0.263364,-0.0341662,-0.0523352,-0.106411,-0.131543,0.298264,-0.141957,-0.166362,0.141155,0.155929,0.181635,346.476
316,INTERFACE,0.0705123,-0.104413,-0.758809,0.0274695,-0.149983,0.0431998,0.857227,0.0237265,-0.223071,-0.287698,0.0346909,0.232632,0.0664008,-0.174142,-0.0968866,0.0819323,-0.0614241,0.199628,256.248
317,INTERFACE,0.166413,-0.204528,0.913375,0.255327,-0.269732,-0.111619,-1.17483,0.173633,0.29569,0.327373,0.220469,0.0995114,-0.0215305,0.147451,-0.303421,0.020044,0.187439,-0.268798,1500.55
318,INTERFACE,0.285481,-0.119851,0.00917028,-0.222408,-0.0533417,0.322965,-1.23105,0.211626,0.266971,0.113206,-0.201732,-0.296494,-0.281998,0.24709,0.0282498,0.196246,0.298703,0.252389,1182.1
319,INTERFACE,0.293656,-0.240284,-0.842615,0.0416799,0.0464415,-0.173262,0.247463,0.0355399,0.328809,-0.141494,0.115194,-0.0592762,-0.0167649,0.230341,0.267294,0.207098,0.329835,-0.252571,581.599
320,INTERFACE,0.199623,0.311217,1.22268,0.152332,0.249455,-0.193144,0.730365,0.183095,-0.160302,-0.0104396,-0.0937688,-0.0103952,0.248258,0.0947901,-0.259211,-0.315148,-0.330205,-0.255166,160.071
321,INTERFACE,-0.158191,0.144572,1.18153,0.232931,-0.113427,0.0408588,0.530684,0.112254,-0.231575,-0.141956,0.0687819,-0.323345,-0.307299,-0.144101,-0.321593,0.115985,-0.201471,-0.027039,246.655
322,INTERFACE,0.178476,0.0136062,1.64891,-0.0807134,-0.306555,-0.19954,-1.69755,0.0230744,0.244798,-0.262805,0.0656367,0.271296,-0.196426,0.0129136,0.0268004,0.070322,0.104363,0.290908,298.658
323,INTERFACE,-0.313271,0.188415,-1.67296,-0.130429,-0.333183,-0.20956,-1.67751,0.311469,0.0916787,0.228043,0.128978,-0.130402,-0.131488,-0.0541137,-0.327685,0.0554313,-0.087352,-0.162107,327.537
324,INTERFACE,0.103691,-0.0220483,-0.834501,-0.0180337,0.155282,0.145332,0.589368,-0.00206295,0.31036,-0.221305,-0.0706479,-0.168349,-0.175539,0.238615,0.0413075,-0.284654,-0.0971874,-0.197581,199.066
325,INTERFACE,-0.0481865,0.324852,-1.32893,0.217474,-0.132343,0.146268,-1.31543,0.0864725,-0.217909,0.301107,-0.127031,0.030944,-0.289794,-0.0585103,-0.0290702,0.12981,0.0187979,-0.143177,232.301
326,INTERFACE,0.0785523,-0.316729,-0.47317,0.191788,0.146916,0.113618,-1.67127,-0.0959589,0.0709618,0.189162,-0.301287,-0.193916,-0.262199,0.281282,0.157239,-0.0573379,0.0765529,-0.289215,613.987
327,INTERFACE,-0.254551,-0.151303,0.0636977,0.0886492,0.148426,-0.232305,1.51326,0.130001,0.213745,0.047069,-0.312981,0.0560739,-0.2638,0.245388,-0.115839,0.336012,0.247576,0.212804,193.576
328,INTERFACE,0.311001,0.0588859,1.37963,-0.133864,0.172237,-0.316959,-0.780413,0.0769034,0.0773353,0.049688,0.0925373,-0.24078,-0.0204835,0.24377,0.0234177,0.317878,-0.197649,0.170524,529.801
329,INTERFACE,-0.0861818,-0.253648,-0.939087,0.000151266,-0.261351,0.302199,-1.38397,0.135994,0.194455,-0.0902426,-0.0847673,-0.126748,0.133576,0.239214,0.056858,0.0837364,-0.214112,0.145715,1257.4
330,INTERFACE,0.0274604,-0.0994323,0.065591,-0.290893,0.128369,0.167452,-1.52413,-0.204029,0.0898509,-0.179302,0.300995,-0.171806,0.169644,0.00665325,0.251832,-0.244502,0.0887621,-0.123154,398.556
331,INTERFACE,-0.260523,-0.158739,1.19149,-0.15194,0.0644359,-0.322037,-0.893786,-0.275387,0.266753,-0.264227,-0.267466,-0.261137,-0.212118,0.143107,0.233576,-0.142954,-0.110865,-0.137308,509.04
332,INTERFACE,-0.000882276,0.0369016,0.709412,0.0431601,-0.147711,0.126885,-0.0360305,0.107219,-0.0418957,-0.134821,0.161174,0.0814438,-0.238662,-0.215499,0.0142221,0.295896,-0.199233,0.2873,371.529
333,INTERFACE,0.194449,-0.0410052,0.129988,-0.160205,-0.285583,0.254238,0.990166,0.120203,0.312477,-0.0609176,-0.309695,-0.152755,-0.171282,0.16506,-0.201643,-0.0482095,0.061496,-0.0777772,368.46
334,INTERFACE,0.16752,-0.268923,0.850337,0.14955,-0.213527,-0.136336,0.593615,-0.309319,-0.228213,-0.0959829,-0.165389,0.0474028,0.2566,-0.040338,0.235049,0.179039,0.0876817,0.19227,714.267
335,INTERFACE,-0.238022,-0.270084,1.2461,-0.1625,-0.106845,-0.217219,1.40416,0.0965603,0.10734,-0.336935,0.0940357,-0.255854,-0.258624,-0.287808,0.202316,0.240271,0.00565039,0.043244,442.277
336,INTERFACE,-0.138282,0.19251,0.343767,0.0702961,0.17047,0.298784,-0.959685,0.236294,0.121456,0.133782,0.226068,0.20662,-0.0607317,0.0352716,-0.0339369,0.20504,0.0404806,0.267227,241.424
337,INTERFACE,-0.297297,0.173422,-0.0901903,0.135667,0.218198,0.0219427,-0.502345,-0.0497701,0.269349,-0.244287,0.335849,-0.173622,-0.305351,0.134925,-0.228456,-0.283471,-0.014528,-0.259149,124.509
338,INTERFACE,0.285967,-0.0649826,-0.139229,0.320071,0.304867,0.127603,-0.456921,0.0183745,0.123236,-0.0833039,-0.295337,-0.0190953,0.160943,0.208697,-0.00698122,0.161826,-0.271,0.205289,232.43
339,INTERFACE,-0.124342,0.0475074,-0.884766,-0.321808,-0.122668,-0.0294497,-1.46511,0.13995,-0.271729,0.318455,-0.0241682,0.231381,-0.222612,-0.139298,-0.0537563,0.0851424,-0.169937,-0.322805,575.039
340,INTERFACE,-0.329968,-0.229456,0.0963613,-0.321429,-0.095265,0.240533,-1.02816,-0.0177855,-0.31654,-0.210223,-0.313916,-0.0953297,-0.076326,0.198174,0.2626,-0.279952,-0.143937,-0.0798582,387.2
341,INTERFACE,-0.325968,0.215509,0.141228,-0.0369092,-0.23232,-0.21028,-1.21477,0.264539,-0.262353,0.269162,0.289286,0.0311172,0.0168318,-0.310032,-0.0672945,-0.236105,-0.113222,0.168673,282.123
342,INTERFACE,-0.215859,0.229834,-1.56092,-0.090198,-0.199578,0.0142069,1.57471,-0.172328,-0.23483,0.0382365,-0.080233,0.0853747,-0.121573,0.290463,-0.144107,0.325419,-0.250905,0.159386,156.803
343,INTERFACE,-0.309868,-0.0602726,-0.732489,-0.192326,0.135212,0.264236,-0.510369,-0.325515,-0.253926,0.117736,0.0232194,-0.232118,0.197221,-0.278144,0.189226,0.151283,-0.233131,0.134173,186.499
344,INTERFACE,0.0466656,-0.0940074,0.129592,-0.126255,-0.302793,-0.230665,1.52344,0.149399,0.284835,0.137218,0.312913,-0.148559,0.329067,-0.30922,-0.196648,-0.0987957,0.0711609,0.204645,333.098
345,INTERFACE,-0.210311,0.250847,1.40448,0.13599,-0.119383,0.292654,0.0878643,0.0847217,-0.0482913,0.291722,-0.132598,0.180309,-0.239453,0.00876812,0.178334,-0.0444211,-0.192518,-0.217143,241.776
346,INTERFACE,-0.191201,0.295185,0.0022608,-0.240835,0.321912,-0.203045,1.39833,-0.209196,0.0498831,-0.163857,0.24302,0.169794,-0.0107889,0.185006,0.0602582,-0.128849,-0.261319,-0.189535,154.417
347,INTERFACE,0.337402,-0.157179,-0.674452,-0.111354,0.236828,-0.269287,0.875459,0.194866,-0.112478,0.23765,-0.316204,0.127934,-0.22936,0.210097,-0.106749,0.0371405,-0.177024,0.325735,302.708
348,INTERFACE,-0.27305,0.00519481,0.679385,-0.136189,0.0387394,-0.143944,1.58206,0.164169,-0.177093,-0.267494,0.164589,0.142055,-0.146108,-0.00619993,-0.304935,-0.109219,0.323338,0.0826405,215.772
349,INTERFACE,0.0220201,-0.0208418,1.21335,-0.329613,-0.166068,-0.186076,-1.31086,-0.136163,-0.135916,0.173195,-0.166259,-0.0234133,0.247073,-0.0618596,-0.286373,-0.105631,0.200127,-0.329859,401.013
