Id,Interface,Depth,Diameter,Angle,ThicknessSkin,ThicknessSct,ThicknessAponeurosis,ThicknessLooseAreolarTissue,ThicknessSkullOuter,ThicknessSkullDiploe,ThicknessSkullInner,ThicknessCsf,ConductivitySkin,ConductivitySct,ConductivityAponeurosis,ConductivityLooseAreolarTissue,ConductivitySkullCortical,ConductivitySkullDiploe,ConductivityCsf,AfPeak
114,INTERFACE,-0.146448,0.292422,-0.0656011,-0.170799,-0.0282199,0.0197242,0.72057,0.00130238,0.108216,0.220646,-0.324156,0.323473,0.0874811,0.0770196,-0.22072,-0.318022,0.109636,-0.170393,163.281
115,INTERFACE,0.0160548,0.306294,-1.18474,0.247273,0.0148149,-0.14105,0.0942965,-0.175024,-0.102809,-0.0802982,-0.298921,0.119099,-0.0613675,0.116645,-0.185337,-0.334315,-0.152292,0.288866,156.921
116,INTERFACE,0.268217,0.201014,-0.146208,0.192784,0.0322957,0.0269028,-0.24391,0.302876,-0.309066,-0.0152686,0.170655,0.31819,0.18985,0.0977032,-0.240031,0.252404,0.142626,0.0522776,233.242
117,INTERFACE,-0.00775975,-0.290859,1.06663,0.162887,0.294966,-0.259696,-1.68775,0.110495,-0.147023,-0.260157,0.0705414,-0.00580995,0.31201,0.32224,-0.0115012,0.295659,0.230637,0.237265,524.864
118,INTERFACE,-0.083862,-0.044621,1.30933,-0.116651,-0.162055,-0.201557,0.828964,-0.166121,-0.312408,-0.330568,-0.235625,-0.312126,-0.225814,-0.0954035,0.00194073,0.335394,-0.142422,-0.0759233,500.035
119,INTERFACE,0.125318,0.0122671,1.47827,-0.0478218,0.323641,-0.119699,1.59598,0.137415,0.0389762,-0.0167641,0.0433549,-0.181356,0.195888,0.187212,-0.156623,0.138663,-0.0415115,0.143229,209.565
120,INTERFACE,0.235498,-0.287796,1.44047,0.271659,0.0164035,-0.0769597,0.407076,-0.0106401,-0.0568425,0.188476,-0.133286,0.301871,-0.043897,0.182328,-0.0232196,-0.0588737,0.215054,-0.00456539,472.044
121,INTERFACE,-0.317754,0.156232,-0.335979,-0.0798761,-0.127769,-0.089127,0.770136,0.0465661,-0.0411057,-0.235261,0.24546,-0.200041,0.277082,0.0820742,0.194568,-0.336604,-0.0695547,-0.0225891,182.584
122,INTERFACE,-0.139151,-0.0230918,-0.639462,-0.254099,0.188203,-0.273506,0.329078,-0.0617669,-0.125858,0.0904151,0.328238,0.0273798,-0.0694866,0.240562,-0.0331292,-0.15872,-0.277522,-0.171895,204.204
123,INTERFACE,-0.100145,0.183681,-1.57657,-0.305797,0.050971,-0.190869,-0.76362,0.0197719,-0.0282345,0.225801,0.022469,-0.234684,0.21933,-0.271981,-0.0425808,0.238374,-0.259311,0.31284,259.528
124,INTERFACE,0.312361,-0.0853595,1.38402,0.0650969,-0.182748,-0.28984,1.55406,0.210472,-0.190465,-0.28264,0.193131,0.0182499,-0.218216,-0.18285,-0.0633695,0.0736271,-0.17179,0.315703,499.647
125,INTERFACE,0.104436,0.272584,-0.620795,-0.0763075,-0.118441,0.288164,-1.11677,0.30036,0.30502,0.0455172,-0.215674,-0.0850702,-0.269661,-0.115996,0.0936815,-0.243861,0.0646273,0.0121054,280.595
126,INTERFACE,-0.177224,-0.179251,-1.10369,-0.31445,0.0489117,0.157662,-0.925726,-0.16899,0.245419,-0.323389,0.04051,0.160112,0.225267,-0.23734,-0.0811627,-0.298587,0.129468,-0.00521006,281.994
127,INTERFACE,0.303275,-0.153636,1.70803,-0.132434,-0.00260521,-0.0907528,-0.488292,-0.170558,0.0959611,-0.328109,0.00988356,-0.123191,-0.111109,0.00358297,-0.305486,0.33986,0.213895,0.198406,1098.8
128,INTERFACE,-0.294222,0.255917,-0.172029,-0.0712004,-0.024385,0.0942291,0.974358,0.228251,0.0973787,-0.226612,0.324322,0.0131719,0.238357,-0.262017,0.253942,0.132274,-0.15088,0.023039,166.796
129,INTERFACE,0.0833521,-0.292166,1.18598,0.126773,-0.153492,-0.0795749,1.01482,-0.165592,0.246804,0.127369,0.173292,0.296566,-0.334484,0.295767,-0.332357,0.0758635,0.269042,0.279526,324.833
130,INTERFACE,-0.101163,-0.327212,1.15937,0.171563,-0.0341547,0.0319544,0.961025,0.245428,0.231175,0.169616,0.282501,-0.177544,0.155908,0.241237,-0.12676,0.292464,-0.135125,-0.192929,343.679
131,INTERFACE,-0.102671,-0.143384,-1.52106,-0.206837,-0.0958221,-0.323707,-0.982933,0.322836,0.0576577,0.101235,-0.197042,0.067865,0.0309286,0.06414,-0.1208,0.0174727,-0.174445,-0.226779,902.247
132,INTERFACE,0.175786,0.228081,0.754999,-0.148227,-0.0326067,0.115557,-0.978311,-0.0584158,-0.133821,-0.30152,-0.150426,0.222565,-0.102671,-0.0838209,-0.27903,0.163872,0.0470298,0.203994,429.181
133,INTERFACE,0.0675203,-0.0487914,0.249277,-0.250945,0.0097519,0.319043,1.26859,-0.17682,0.21707,0.218047,-0.127981,-0.0907634,0.190882,0.0560759,0.309145,-0.197312,0.103507,-0.19958,231.043
134,INTERFACE,0.145939,0.117738,1.40874,-0.154858,-0.182331,-0.0127882,0.104184,0.0402829,-0.32146,0.0545886,-0.112536,-0.194662,0.0088595,0.148696,-0.1142,0.187136,0.20052,-0.197442,462.486
135,INTERFACE,0.269904,-0.276229,0.296266,0.153381,-0.20895,0.141565,1.41976,-0.0888863,0.0166887,0.17683,-0.0724321,0.272494,-0.179494,0.15374,0.0834251,0.308287,0.157605,-0.157103,458.606
136,INTERFACE,-0.168126,0.0179221,-0.5519,0.0489067,-0.284848,-0.25454,1.02123,-0.109674,-0.191926,-0.216919,-0.0427386,0.266654,0.0957556,-0.131817,-0.103252,-0.255962,0.135607,-0.219225,216.524
137,INTERFACE,-0.268574,0.196553,-0.384371,-0.306773,-0.297042,-0.148716,0.059044,0.145143,0.32174,-0.031298,0.0265814,-0.0218467,0.155828,0.0751178,0.181878,0.1751,-0.090627,-0.118783,293.445
138,INTERFACE,-0.113309,0.0751538,-0.822969,-0.0835307,-0.000270119,0.325002,-0.299988,0.279877,0.00230312,-0.142942,0.0549868,-0.331626,-0.0360836,-0.274889,-0.16904,0.229083,-0.16601,-0.200713,203.028
139,INTERFACE,0.0841225,0.185002,-1.32496,0.308846,0.100598,0.19827,0.218151,-0.293588,0.30676,-0.314049,-0.0967937,0.00606841,-0.0337377,-0.231167,-0.00563359,0.136429,-0.151382,0.262133,159.319
140,INTERFACE,-0.0247029,-0.0569331,-1.56755,-0.246059,-0.314666,0.215632,0.423223,-0.291667,-0.205054,-0.190307,-0.0791739,0.0913847,-0.279633,-0.000955982,0.224174,0.0994479,-0.180703,-0.152013,552.197
141,INTERFACE,0.0754574,-0.198699,0.514575,-0.0341874,-0.00495658,0.0550581,-0.154292,-0.278999,0.130012,0.177859,0.015686,-0.207127,-0.143077,0.0426977,0.217004,-0.163594,-0.161368,0.143971,445.157
142,INTERFACE,-0.244355,-0.244266,0.891966,-0.236069,0.144132,0.170713,-1.38598,-0.159229,-0.173209,-0.0276765,-0.231133,0.304036,0.0756169,-0.110675,0.245133,-0.312109,-0.270441,-0.029616,357.962
143,INTERFACE,-0.321986,-0.233104,0.985016,0.221935,-0.178325,-0.000591106,0.888257,-0.302348,-0.270121,-0.0632665,-0.0947943,0.160515,0.00261818,-0.0304338,0.136643,0.166112,0.0919593,-0.0242504,379.264
144,INTERFACE,0.126894,0.0500324,1.22024,0.123229,-0.300763,0.247362,0.544169,-0.0553467,0.0776554,0.287541,0.0124353,0.319952,0.237879,-0.211056,-0.100189,-0.242228,0.339611,0.111601,343.502
145,INTERFACE,0.165694,-0.0405409,-0.486745,-0.105648,-0.120945,0.0249468,-0.7852,0.00945601,-0.0383128,-0.115731,0.11975,0.105607,0.262052,-0.27802,-0.329226,0.158339,-0.258047,-0.0953649,671.392
146,INTERFACE,-0.0197064,-0.165847,1.70542,-0.0653753,0.212067,-0.0681771,-1.28437,0.125991,0.227275,-0.277826,0.00644514,-0.156823,0.104964,-0.279335,-0.040337,-0.0960472,-0.109222,0.109513,439.844
147,INTERFACE,0.0431438,-0.182518,1.42882,0.296049,0.259196,-0.0179575,-0.237248,-0.189476,0.212087,-0.0296724,-0.107422,-0.243892,0.0270572,0.0293442,0.203115,0.297284,-0.220764,-0.00823592,391.455
148,INTERFACE,-0.236936,-0.170973,1.66157,0.00607338,0.0157442,0.308008,1.51614,-0.243284,0.122508,-0.0357623,-0.0498627,-0.289701,-0.216429,0.0260201,-0.138935,-0.111265,-0.242763,0.0602833,313.936
149,INTERFACE,0.335015,-0.0703817,-1.68345,-0.334592,0.314371,-0.123769,-1.50187,-0.330976,-0.292828,0.212058,-0.290083,0.092248,-0.124241,0.0853648,-0.135103,-0.258038,0.0555166,-0.236593,755.731
150,INTERFACE,0.0339922,-0.293372,1.54371,-0.19891,-0.283064,-0.233001,0.103272,-0.200251,-0.00698913,0.160135,0.279205,-0.245419,-0.221673,-0.0691001,-0.107291,0.152839,0.174426,-0.305927,2421.74
151,INTERFACE,-0.20761,-0.317803,-1.61399,-0.304542,0.214848,-0.0320984,0.652088,-0.112941,-0.119464,-0.185912,-0.102986,0.0420707,-0.0290045,0.189462,-0.232151,-0.0833188,-0.0506838,-0.0607282,200.43
152,INTERFACE,0.110399,-0.231823,0.687305,-0.333829,0.114355,-0.178204,1.7265,0.0771533,0.0475974,-0.125003,-0.00552518,-0.29142,-0.0176023,0.0614929,0.310638,0.00453181,-0.223436,0.132308,317.662
153,INTERFACE,0.161879,-0.0504852,-0.466184,0.130993,0.286494,0.058867,-1.13891,-0.253852,0.086213,0.0427941,0.102295,-0.102496,-0.297573,-0.332282,-0.0899234,0.267429,-0.266476,-0.165138,238.591
154,INTERFACE,-0.0830654,0.00795537,-0.663645,-0.212637,0.130133,0.236856,1.11022,0.154379,0.132684,0.121616,0.27664,-0.0539635,-0.237747,0.0817146,0.021994,-0.325629,-0.0470965,-0.148455,160.295
155,INTERFACE,0.126375,0.271151,-0.0610383,-0.256262,-0.171721,-0.0823829,-0.913917,-0.143017,-0.207328,0.323436,0.208294,0.228484,0.109527,-0.212522,0.101211,-0.0259528,0.328695,0.248253,237.709
156,INTERFACE,0.330383,0.261778,-0.777125,-0.201495,0.186611,-0.0935841,-1.56987,0.18659,0.252961,-0.183944,0.254915,0.282151,-0.208283,-0.246389,-0.189443,-0.0828768,-0.0249333,0.155062,257.871
157,INTERFACE,0.207995,-0.12109,-0.544126,0.275513,-0.0401584,-0.270499,1.70273,0.037023,0.0590222,0.0870061,0.251813,0.018734,-0.101081,-0.33411,-0.0118692,0.283441,0.0971258,0.234298,229.691
158,INTERFACE,0.0485044,0.159248,-0.953349,0.0521586,0.261838,-0.109423,-0.293,0.0315672,0.117879,-0.050902,0.066559,-0.261488,0.171421,-0.14008,-0.213398,-0.0549767,-0.293109,0.266204,164.08
159,INTERFACE,-0.12657,0.0393198,-0.965571,-0.0648845,-0.0695792,0.175987,0.948217,0.0068527,0.0370738,0.0665804,0.136817,-0.30376,0.0559789,0.195488,0.054068,0.00997318,0.180099,-0.107041,197.703
160,INTERFACE,0.0394706,-0.0741835,-0.321173,-0.324721,0.00666888,-0.154239,1.57056,-0.31809,-0.213181,-0.286185,0.228999,-0.288432,-0.176551,0.310971,-0.181427,-0.180064,0.310964,0.294987,252.204
161,INTERFACE,0.0480927,0.130267,-1.24664,0.185933,-0.0446945,-0.0550406,-0.902352,0.26932,0.221678,0.185535,0.157691,-0.1985,-0.0434764,0.146058,-0.230388,-0.213044,-0.152957,-0.03076,305.894
162,INTERFACE,-0.195789,-0.241263,0.575069,-0.0426561,0.0960079,-0.186534,1.65187,-0.300665,0.0867683,0.0393574,0.117601,0.00689116,0.116274,0.149534,-0.248747,-0.0662612,0.309296,-0.221108,232.148
163,INTERFACE,-0.0366848,0.0848253,1.14941,0.185665,-0.0862083,0.18524,0.39161,0.0674761,-0.306688,0.0801655,0.206063,0.226698,0.165846,0.255283,0.0715971,0.0404894,0.0691615,-0.0534827,293.739
164,INTERFACE,0.280341,-0.277842,-0.632211,-0.125797,0.259933,0.152259,0.27533,0.00408349,-0.124809,-0.197974,0.296312,-0.215209,0.272203,-0.148198,0.172385,0.0678527,-0.0661814,0.116818,225.624
165,INTERFACE,-0.161466,-0.0979404,-1.19903,0.208872,0.0902889,-0.111088,-1.64685,0.0589416,0.278269,0.163475,0.327275,-0.281921,0.0108519,-0.30567,-0.0460611,-0.0202158,0.337633,0.292941,433.766
166,INTERFACE,-0.33477,0.204644,-0.480972,0.317166,0.0348627,-0.333503,-1.56609,-0.167837,-0.171147,-0.263441,-0.196337,0.108227,0.0652272,0.196188,-0.336854,0.12777,0.240289,0.08897,251.757
167,INTERFACE,0.114484,-0.262166,-1.46747,0.184045,0.0982762,0.294209,0.141945,-0.188695,0.061901,-0.275015,0.306257,0.0367616,0.300257,0.0234175,0.222101,-0.0431526,-0.0490989,0.162795,239.907
168,INTERFACE,0.240204,-0.0698518,-0.820812,0.0585579,-0.067941,-0.049945,-0.708718,-0.160973,0.0147386,-0.107834,0.07786,0.0592904,0.0848463,0.225236,0.106992,0.176388,0.0700729,-0.0386609,705.673
169,INTERFACE,0.0385605,-0.0893621,0.292437,-0.152127,0.22955,0.256814,-1.09032,-0.14718,-0.288845,-0.253184,0.0827775,0.251946,-0.207098,-0.211447,0.300668,0.162354,0.171874,-0.0626588,362.865
170,INTERFACE,-0.211331,0.271989,0.157304,-0.292989,0.282424,0.0206417,0.466334,-0.258905,-0.127538,0.0828947,0.319586,0.252584,0.0533549,0.289643,-0.246388,-0.100487,0.319316,-0.267721,168.442
171,INTERFACE,0.143078,0.0844553,-0.591227,-0.0034395,-0.0430731,-0.33101,0.981655,-0.0200381,0.0428479,-0.0379282,-0.306518,-0.0775847,0.311121,-0.192213,-0.284562,0.168537,-0.0346139,0.025562,183.254
172,INTERFACE,0.256776,0.241225,-0.715337,-0.29564,-0.0767681,0.279351,0.455787,0.01447,-0.236354,0.0369381,0.156339,-0.0581659,0.106565,0.327739,0.12383,-0.155142,-0.32252,0.178464,233.888
173,INTERFACE,0.0534761,-0.335037,0.663928,-0.141258,-0.103512,0.285732,-1.20242,-0.326824,0.0173936,-0.176548,0.0352944,0.0499863,-0.215406,0.159704,-0.0393961,-0.0391797,-0.0673604,0.238558,1878.57
174,INTERFACE,-0.305417,-0.257097,1.0323,-0.31617,-0.264747,-0.0370977,1.58595,0.231887,0.0451889,-0.0549598,-0.27781,0.240758,-0.187368,0.304998,-0.0723866,0.0950443,0.246883,0.311766,395.57
175,INTERFACE,0.236696,-0.0593631,0.0945347,-0.211357,-0.274772,0.160024,0.693057,0.00084124,-0.232641,0.246487,-0.0271419,0.0372718,-0.204931,-0.0562057,-0.0852057,0.0718262,0.13919,0.0405386,531.541
176,INTERFACE,0.0811965,0.0591879,0.314589,-0.230964,-0.220797,-0.0458488,-0.681028,-0.0459156,0.271133,-0.0411222,0.167869,0.0214414,0.267612,-0.159201,0.331276,-0.0689657,0.0609097,0.247681,420.328
177,INTERFACE,0.124901,0.294115,-0.0481769,0.22908,0.280204,-0.256138,0.560327,0.0662957,0.0931866,-0.172646,0.135496,0.16531,0.274658,-0.115094,-0.110355,-0.286176,-0.258582,0.0295099,146.763
178,INTERFACE,-0.170305,0.278194,0.538562,0.166044,-0.191206,0.305106,1.35358,0.337439,0.106524,0.256014,0.187795,-0.290421,0.16916,-0.330882,0.25114,0.189372,-0.123419,0.24612,193.306
179,INTERFACE,-0.125595,0.0797988,0.948538,-0.171826,0.00407468,0.0838677,1.45432,-0.0938834,0.172194,-0.288813,-0.136929,0.26546,0.0749922,0.0995989,-0.289023,0.270253,-0.168998,0.280587,221.074
180,INTERFACE,-0.224058,0.322197,-0.650862,-0.077066,0.251132,-0.324963,1.443,-0.0683732,0.168178,-0.109276,-0.260975,-0.328898,0.163036,-0.156342,0.205121,0.334665,0.0574676,-0.0908338,147.916
181,INTERFACE,0.114133,0.152751,-0.430905,-0.114753,0.184833,0.284099,1.08355,-0.21316,-0.258489,0.290912,-0.249153,0.236843,0.12088,-0.230693,-0.159579,0.155697,0.212345,0.15231,143.589
182,INTERFACE,-0.172143,0.199476,0.703074,-0.0878738,0.315143,0.202384,1.03318,0.224892,-0.216951,0.079253,0.315315,-0.238508,-0.221051,-0.130318,0.314301,-0.10682,0.0419914,0.0812484,175.319
183,INTERFACE,0.0407688,0.07386,-1.54081,0.206179,0.185608,0.194151,1.60398,0.00775793,-0.181865,0.0913745,-0.0823663,0.00887146,0.0227765,-0.0333474,-0.312663,-0.176604,-0.0863445,0.137756,96.8822
184,INTERFACE,0.29513,-0.0327503,-1.47227,-0.0990851,-0.0646738,0.208445,0.479097,-0.129317,-0.0291187,-0.153855,-0.135652,0.310518,-0.228695,-0.299908,0.00334022,0.208431,0.0359915,0.0435838,436.705
185,INTERFACE,0.20964,0.127707,0.481744,0.191039,0.0197733,-0.00993412,1.00385,-0.280196,0.225554,0.125807,-0.338874,-0.187988,0.0350734,-0.187954,-0.0626532,-0.158951,-0.169844,0.213308,245.362
186,INTERFACE,-0.139796,-0.289958,0.203069,-0.228596,-0.0110177,-0.155654,-1.3668,0.281961,-0.285391,-0.0897288,-0.276785,0.239454,-0.0393888,0.0643508,0.295013,-0.291898,0.196632,0.31764,683.913
187,INTERFACE,0.20716,-0.0836853,-1.49655,-0.00942058,-0.2572,0.0171071,-1.28727,-0.255347,-0.12058,0.0916572,0.264603,-0.324252,-0.294054,-0.0606124,0.0479636,-0.167611,0.110446,-0.0938944,843.984
188,INTERFACE,-0.135615,0.244651,-0.330656,0.0292242,0.24702,0.0803148,-0.947683,-0.101959,-0.323866,0.140488,-0.331147,0.148796,0.174156,0.291304,0.31158,-0.0318987,0.0107489,0.194775,194.493
189,INTERFACE,0.183251,-0.263738,1.58674,0.166581,0.0306262,0.289456,-1.54575,0.11762,-0.233234,-0.160628,0.0516399,-0.0561602,-0.129162,0.00324819,0.0468725,-0.195659,0.0565008,-0.132238,840.692
190,INTERFACE,0.159347,0.16447,0.0606076,0.00898375,-0.0369599,-0.0187333,0.462835,-0.155587,0.117263,0.151112,-0.0979756,-0.0360783,0.298355,-0.160349,-0.133992,-0.190404,0.0324383,0.0714272,220.392
191,INTERFACE,-0.304733,-0.187313,0.243286,0.0753143,-0.0756336,0.100328,-0.558032,-0.0993644,-0.0560273,-0.207552,-0.120231,-0.306128,0.240532,-0.0775043,0.259559,0.0164275,0.193211,0.231235,339.235
192,INTERFACE,-0.0233877,-0.321365,-1.16301,-0.209216,-0.299587,0.26789,-0.498095,-0.308216,0.276744,-0.0499812,-0.256283,0.26978,-0.134364,-0.0941355,0.298109,0.225675,-0.126166,-0.272081,2149.44
193,INTERFACE,-0.181859,-0.0638775,0.034003,-0.103307,0.329523,0.210035,-0.906302,-0.129391,0.156426,-0.107036,-0.114014,0.111974,0.0774869,0.253494,0.319592,-0.310869,0.125263,0.206679,218.605
194,INTERFACE,-0.27958,-0.0870385,-1.6956,-0.247343,-0.3291,0.0118808,0.510036,0.18189,0.181698,-0.313223,-0.208739,-0.327841,0.265639,0.10724,0.168775,-0.337981,-0.20278,0.0386744,373.257
195,INTERFACE,0.148142,0.102727,0.0858529,0.324328,-0.154243,0.132604,-1.06111,-0.0776061,-0.0767864,0.0362832,-0.257576,-0.208571,0.0207162,-0.217723,-0.205112,0.224973,0.258386,-0.309516,412.616
196,INTERFACE,-0.130146,0.257991,0.869286,0.204222,0.223319,0.18914,1.29948,0.224201,-0.298819,-0.149321,-0.136532,-0.0296066,0.0131186,-0.330331,-0.269651,-0.174792,-0.0353368,-0.25711,129.088
197,INTERFACE,0.036063,0.10671,0.142917,-0.32309,-0.263259,0.128478,-0.12459,-0.276164,0.114497,0.228851,0.273227,0.129715,-0.192152,0.170384,0.109991,0.145202,-0.117641,0.0620494,475.994
198,INTERFACE,-0.0328432,-0.319396,-0.921309,-0.261955,-0.313044,0.211966,0.627531,-0.29501,0.297381,0.283538,0.265033,-0.277769,0.309043,-0.243142,0.302274,0.245022,0.145563,0.295549,891.984
199,INTERFACE,0.196796,0.06492,1.16282,0.308101,0.0233608,-0.0079592,-0.847018,0.0806979,-0.0164572,0.322929,-0.271494,0.0974411,0.20616,-0.074742,-0.302051,-0.309532,-0.0716579,0.332255,312.431
200,INTERFACE,0.156544,0.149493,-0.367571,-0.298459,0.18738,0.136092,1.22897,0.193124,0.155285,0.310379,0.134799,-0.119591,-0.00636209,-0.206389,-0.0782576,-0.0619647,0.234742,-0.0546842,168.877
201,INTERFACE,-0.234928,0.137746,0.192701,0.273682,0.31902,-0.133251,-1.30509,0.250875,-0.263548,0.00587596,0.260248,-0.201251,0.276434,0.172578,0.24317,0.0901758,0.137984,-0.232121,234.546
202,INTERFACE,0.0125933,-0.0372283,-0.545788,-0.066784,-0.158353,-0.103817,1.18999,-0.0987217,-0.240692,-0.0567471,0.0626077,-0.0753153,0.0509856,-0.29279,0.130071,0.147884,0.0136196,0.284603,254.614
203,INTERFACE,0.243492,0.131819,-0.0943966,-0.27796,0.0337479,0.295348,1.33867,-0.0128341,0.0281134,-0.297197,0.201283,0.138443,0.0538654,-0.280145,-0.14121,0.294003,-0.248673,0.238274,205.697
204,INTERFACE,-0.194258,0.260074,1.45668,0.0865498,0.0723875,-0.0164977,-1.71665,-0.00852656,-0.0920834,0.105938,-0.32132,-0.0242956,0.282324,0.268576,0.0508905,0.023101,-0.23184,0.217639,306.764
205,INTERFACE,-0.00969122,0.253966,0.925436,-0.219126,0.316852,0.0481299,1.02406,0.0681005,0.290796,-0.251613,0.0556943,0.170653,0.263495,0.00187577,-0.306411,-0.00880617,0.277495,-0.0688217,141.473
206,INTERFACE,-0.0155811,0.283775,-1.23788,-0.215118,-0.10936,0.286853,-1.37332,-0.252877,0.31322,-0.151961,-0.195782,0.325637,0.269505,0.192695,-0.157235,0.198325,0.313958,-0.149447,329.924
207,INTERFACE,-0.242986,0.120254,1.17439,0.0136245,-0.293968,0.318217,0.584888,-0.0325482,-0.0946431,-0.0695134,-0.295164,0.102161,0.0464697,-0.2455,0.253105,-0.236811,-0.274331,-0.0437633,258.106
208,INTERFACE,-0.00595145,-0.263285,-1.56451,-0.108791,-0.152837,0.305578,-0.991039,-0.319739,-0.322254,0.0896163,-0.203213,0.258683,-0.114902,0.234641,0.146239,0.02209,-0.158596,0.156682,1090.19
209,INTERFACE,0.0988572,0.0987922,-1.12637,-0.195834,0.236289,0.209239,1.56158,-0.256944,0.297075,-0.140538,0.157933,-0.109949,-0.0448595,-0.253316,-0.321391,-0.324297,0.0442162,0.130268,111.777
210,INTERFACE,0.0859855,0.31277,1.25671,0.157776,0.118692,0.259987,-1.21793,-0.0229486,0.0791652,-0.0682772,0.204332,-0.284437,-0.279059,-0.0144344,-0.233042,-0.167373,-0.052121,-0.241077,251.804
211,INTERFACE,0.00892341,-0.30755,-0.686191,-0.0275085,0.0866739,-0.250825,0.60761,0.0932996,0.0253781,-0.292047,-0.180798,-0.219496,-0.0982338,-0.262168,-0.307579,0.281745,0.326031,0.24373,271.167
212,INTERFACE,-0.300731,0.177623,-0.248567,0.0891701,0.133146,-0.0428988,0.963084,-0.0264777,0.287019,-0.115285,-0.090685,-0.00342501,-0.236005,0.265414,-0.193078,0.18489,0.264765,0.019611,165.268
213,INTERFACE,-0.0315806,-0.327996,1.11313,0.298083,-0.0822864,-0.0445028,-0.138171,0.195537,-0.164581,0.143368,0.0781555,0.328488,-0.126584,0.0742156,-0.325844,-0.333802,-0.316794,-0.273396,363.993
214,INTERFACE,-0.217976,0.0339915,0.560477,-0.112152,-0.259341,0.104227,0.403452,0.128474,-0.270605,0.0743213,-0.146062,-0.16669,0.11245,-0.0995667,-0.0216658,-0.137394,-0.269486,0.107556,291.564
215,INTERFACE,-0.248816,-0.0330194,-1.63582,-0.0709259,0.333185,-0.189158,-1.27577,-0.00421517,0.0234817,0.146273,0.174597,-0.297011,0.124789,0.0607004,-0.220149,0.112042,-0.264082,0.111468,280.195
216,INTERFACE,0.00715572,-0.234385,1.22834,-0.0467262,-0.30962,0.00500311,1.28328,-0.235628,0.316663,-0.00811941,0.147566,0.0769163,0.288988,0.171533,-0.33065,-0.0861211,-0.216006,-0.204718,385.86
217,INTERFACE,-0.3289,-0.157743,-0.0105506,-0.257698,0.137792,0.335156,-0.843646,-0.107597,-0.293556,0.0641158,0.155989,-0.0062766,0.313172,-0.00247519,-0.170356,0.034485,0.190164,-0.057443,257.635
218,INTERFACE,0.273231,0.00744076,-0.817474,-0.144625,-0.0565688,-0.331742,-1.41353,0.296452,-0.0668676,-0.111612,0.133476,-0.0603289,-0.180257,0.303016,0.0689169,-0.199099,0.307925,0.00638709,443.488
219,INTERFACE,-0.186672,-0.135122,-0.177297,0.107587,0.266147,0.00997017,-0.538958,-0.14283,-0.102162,-0.190785,0.321807,-0.315029,0.325513,-0.269453,-0.0978001,-0.254666,0.0112079,0.193555,201.512
220,INTERFACE,0.132934,-0.183086,0.205911,-0.279059,0.108178,-0.00517956,1.63499,0.239488,0.272343,0.112663,-0.253733,-0.329335,-0.108701,-0.0356938,0.290363,-0.0977925,0.0428794,-0.0464285,263.114
221,INTERFACE,0.158481,-0.245244,-0.914645,0.0497823,-0.0150609,-0.222877,1.47325,-0.21596,-0.0511373,-0.232845,-0.15341,0.109432,0.295206,-0.116968,0.267636,-0.30164,-0.330721,-0.212403,231.784
222,INTERFACE,-0.320382,-0.0394124,1.23605,0.200545,0.300308,0.0695827,-0.0613481,-0.334689,0.0807624,0.107624,-0.210607,-0.0962794,-0.0481717,-0.284925,0.0557341,-0.0362546,-0.210188,0.326832,255.731
223,INTERFACE,-0.153148,0.0758643,-0.598733,-0.109491,0.158361,-0.333988,0.908177,-0.205601,-0.264548,0.160947,-0.214932,0.273924,-0.203133,-0.0831183,0.221609,-0.311271,-0.227069,0.338228,161.435
224,INTERFACE,-0.115099,0.314235,1.59418,0.115231,0.00711494,0.0421421,-1.61574,0.188036,0.187299,0.0296976,-0.144168,-0.179998,-0.246866,0.113573,0.155434,-0.327603,0.204542,0.185162,277.021
225,INTERFACE,0.280765,-0.213207,1.31606,0.263667,0.0424667,-0.246228,-0.00456421,-0.116093,0.144626,0.26855,0.0370774,0.275412,-0.244262,0.152775,-0.0104795,-0.0313578,0.0217011,0.133243,644.635
226,INTERFACE,0.0912094,0.328822,-1.63964,0.240763,0.173781,0.174802,0.00203154,0.288475,-0.244478,-0.0579898,0.248305,0.0294469,0.249613,-0.0323261,-0.105232,-0.111907,-0.00852602,0.0205996,129.235
227,INTERFACE,-0.131297,-0.207585,-0.722254,-0.229715,-0.0656508,0.124931,1.69495,-0.287621,-0.0552102,-0.0390023,-0.192316,0.192724,0.0487687,0.190444,0.14681,0.257366,-0.228226,-0.278526,205.767
228,INTERFACE,0.166597,-0.284592,-1.36269,0.328493,-0.101531,0.00885715,-0.4615,-0.322374,0.190344,-0.258764,0.0977031,0.0621775,0.0459933,-0.32242,-0.311253,0.174914,-0.0833341,-0.280455,519.292
229,INTERFACE,0.131743,0.0357334,-1.18126,-0.0860877,0.0137632,0.277387,1.5007,-0.27229,-0.304505,-0.0282833,0.292869,-0.189769,-0.174892,0.110663,-0.327354,0.313823,0.12871,-0.142132,161.882
230,INTERFACE,0.220911,-0.332528,-0.261682,-0.176107,0.311614,-0.307139,-1.53611,-0.32053,-0.093375,-0.162825,0.00224171,0.0283321,-0.113758,0.298667,0.186108,0.0754721,-0.278065,0.201109,1057.77
231,INTERFACE,-0.0945649,-0.132142,0.763741,-0.31151,-0.0546348,0.220118,0.805451,0.0541897,0.00278962,-0.128953,0.124188,0.000364592,0.0738052,-0.172818,-0.018638,-0.0126292,-0.0549124,0.0636176,311.067
