%eval_id interface RELDEPTH       DIAMETER       POSITION       ANGLE          ELECTRELDEPTH  THICKNESS_SKIN THICKNESS_SCT  THICKNESS_APONEUROSIS THICKNESS_LOOSE_AREOLAR_TISSUE THICKNESS_SKULL_OUTER THICKNESS_SKULL_DIPLOE THICKNESS_SKULL_INNER THICKNESS_CSF  CONDUCTIVITY_SKIN CONDUCTIVITY_SCT CONDUCTIVITY_APONEUROSIS CONDUCTIVITY_LOOSE_AREOLAR_TISSUE CONDUCTIVITY_SKULL_CORTICAL CONDUCTIVITY_SKULL_DIPLOE CONDUCTIVITY_CSF AFmax_4um      GAFmax_4um     
45       INTERFACE  0.1184118469   0.1075247114   -16.96679048   80.11052933    0.8026569961   0.7430570446   1.03651316     0.2688410876   1.420259164    3.130600237    2.829955233    2.351512275    3.499552424    0.265573349    0.1432753039   0.1446646255   0.01973600793  0.009306655806 0.2864455346   1.576001545    287.5783053    8.885410993    
46       INTERFACE  0.5069404677   0.3563737246   1.302691447    70.74394674    0.5244790045   0.7522096227   1.267515486    0.2520130155   1.64858015     1.199439969    3.781427062    2.491133935    2.398542315    0.09048139731  0.01607688431  0.1151991059   0.05605779942  0.005774805766 0.2376373694   2.482091889    26.52769381    2.155718311    
47       INTERFACE  0.6768772087   0.7338239542   13.68538399    83.4450837     0.2994880629   0.5732219212   0.1183438869   0.1750726658   1.689933883    0.4640034706   2.095962815    2.664546358    3.779639601    0.1335074358   0.313780332    0.1464103487   0.09780392859  0.008590991661 0.3315467984   2.01834444     166.0258612    16.40956263    
48       INTERFACE  0.4399721588   0.5913027803   3.178318674    81.10122586    0.8299033687   0.358186938    0.9831662677   0.1022564921   1.664819493    1.897577452    1.421331519    1.833060358    3.875611756    0.1204021669   0.3085911201   0.0490984885   0.03403536088  0.004294096266 0.2148662106   1.082266926    5.833976535    2.743699365    
49       INTERFACE  0.5058588984   0.5113444315   16.80489481    62.43040782    0.4836751679   0.3695249142   0.2180479079   0.4302286278   0.6629228835   2.467914862    3.94106907     0.3073830266   2.725457132    0.2407325706   0.02368701631  0.01820329456  0.04373892621  0.002756976512 0.2846019456   2.215985466    357.6212921    31.81251653    
50       INTERFACE  0.4197067996   0.3872115416   -3.518252439   33.70517857    0.2610936345   0.4971016999   1.542749938    0.1563067857   1.175510714    2.422178166    2.037961118    0.8126003435   2.655732203    0.2025065312   0.01313951083  0.09648983513  0.1229176938   0.004637370293 0.2691991596   3.892970589    95.84180092    10.79982014    
51       INTERFACE  0.7965705392   0.8611675384   11.88813593    80.75358567    0.06402791358  0.5356070133   0.7870495715   0.5299709756   0.5097796475   2.465541277    1.49011266     2.687417818    2.566309221    0.07007509862  0.324465624    0.1461317059   0.05369056005  0.002005348867 0.1697013892   1.668361818    65.98712402    11.2591798     
52       INTERFACE  0.7787477463   0.9344084936   -17.69532786   9.544126562    0.2165436387   0.7823927667   1.835544792    0.2452429943   0.5700783971   2.618026634    3.229858831    0.2169006337   3.644087873    0.221778893    0.2423713373   0.09294189704  0.03059645082  0.01284591766  0.1798602347   2.409065967    118.2313391    15.29781686    
53       INTERFACE  0.1383094888   0.5008166288   16.65945886    46.33751606    0.8557899158   0.7316743848   1.739756553    0.1458696689   1.609153962    0.7392705776   3.263014266    1.856268075    4.453817322    0.1153381642   0.2004538185   0.08450552017  0.0326268944   0.005964012046 0.1981659871   1.821939193    43.89148896    9.928217138    
54       INTERFACE  0.7938316317   0.7219679757   -14.03040922   33.52968169    0.4114914137   0.640507238    1.638954023    0.3265620524   0.42899855     1.139452701    4.185373591    1.406768033    5.096584259    0.2401671861   0.2407141731   0.04134905293  0.02457768407  0.01048886795  0.4184411308   2.534530797    165.3557621    7.648706443    
55       INTERFACE  0.254355018    0.4057736419   -14.22317995   70.18371486    0.7820028384   0.556050936    0.1769903247   0.2260042379   1.455954026    2.277041787    2.84720511     2.628689138    4.886334222    0.2691111686   0.07609156558  0.1093645577   0.0397046605   0.01068142364  0.04719832702  0.6620796278   512.5434942    16.35056379    
56       INTERFACE  0.5521801408   0.7425708396   19.58328628    9.300447059    0.6341047972   0.214719828    0.398936779    0.5486861076   1.373591057    3.008520556    1.981700818    1.944738718    3.313081862    0.02275879309  0.1050070839   0.07923642431  0.1235498216   0.009650844605 0.1378083882   3.12531715     125.426087     43.60394591    
57       INTERFACE  0.3845981047   0.2695773471   20.24390177    36.81839147    0.2948069676   0.7510022302   1.46481804     0.2571794848   0.8171066173   2.332830607    2.864997644    0.5109001326   2.207550255    0.0741003341   0.03800049864  0.1106922196   0.04609297197  0.002700489603 0.4179601917   3.44418819     106.4869712    38.21916252    
58       INTERFACE  0.5489178166   0.4327000921   -13.75702938   65.70624244    0.9193207983   0.7941783102   1.64960451     0.2567175      0.6710422309   2.496410502    2.635430282    2.099911856    4.834330746    0.2666539116   0.2024366295   0.1132922986   0.03490292632  0.009850395084 0.3440738167   0.1625828878   249.9939769    7.895291576    
59       INTERFACE  0.04682287606  0.2039746238   8.372387218    74.70469961    0.8870073297   0.669890553    0.2278455672   0.1214597828   1.061839141    1.015209743    2.188731821    0.1881094308   4.333175559    0.0951447171   0.3233741695   0.1305569312   0.1367955697   0.004943658799 0.1110739964   0.6887078792   64.45294983    8.670561106    
60       INTERFACE  0.6563683017   0.4050097917   -2.771074563   82.1498538     0.8716770182   0.4744043287   1.239604518    0.4312023362   1.452805884    2.982782172    3.814800284    1.667854811    4.012282519    0.06644918044  0.1235236598   0.1234951284   0.1207764696   0.01079242232  0.2597824455   0.6234375852   21.96484818    2.108258035    
61       INTERFACE  0.01743448407  0.3322869614   -15.81230807   31.17509608    0.04011998406  0.3456860774   1.645202865    0.1714476593   0.8674208468   1.229424933    1.508520139    1.630968566    2.154322737    0.1514067065   0.1591787188   0.08861285556  0.06907268621  0.009501860039 0.4322903568   1.130850451    224.1305041    12.50664589    
62       INTERFACE  0.5427784228   0.7324204752   -17.07388533   80.48798893    0.3223272926   0.2334682972   1.683446587    0.1175466316   1.556765755    1.884627542    3.386412128    2.634195943    4.839754619    0.1539904528   0.2791176844   0.07762403117  0.1208362968   0.00790026897  0.2955203608   0.08833540387  173.2676336    5.728994794    
63       INTERFACE  0.1754625041   0.7072123984   4.93973864     4.742490186    0.3669798354   0.5094160168   0.1443035419   0.1492218585   1.306684457    0.4451109799   2.46867745     1.230008939    2.58446992     0.2239169353   0.2174035524   0.1465977586   0.1129196231   0.003950133631 0.09461917267  2.768210453    181.7643722    50.43382917    
64       INTERFACE  0.3545491334   0.5195155629   2.323489026    78.84356507    0.283457085    0.4468787139   0.2267405705   0.5078621555   1.262668163    1.926285119    4.042618009    2.494927911    3.719256948    0.1038536252   0.2313581475   0.1074663331   0.01100008933  0.008625294888 0.03897396145  0.6535837863   40.34113951    4.27726185     
65       INTERFACE  0.9876855076   0.9269250525   13.39643344    61.16726624    0.3541442265   0.7546914037   0.9975624925   0.2825222673   1.702192296    2.038144735    3.54693101     0.6430980957   3.046067035    0.1575093685   0.1899941152   0.144903032    0.03859372545  0.002119937631 0.3625437067   3.776374378    62.20165209    12.12445205    
66       INTERFACE  0.670785089    0.437288629    3.601324306    22.25254321    0.5406483357   0.231887492    0.3406734444   0.2539764701   0.7430110284   1.009386918    2.587071634    1.391861257    3.310638567    0.2672538989   0.2892981905   0.05359979249  0.1288196254   0.01045833755  0.08743122847  1.070256196    180.2147681    18.080759      
67       INTERFACE  0.6672878919   0.9516772281   7.259336991    35.28445378    0.3572418118   0.4355498803   1.223997033    0.1613367797   1.347186124    2.725046999    1.651521969    2.202411095    3.124466744    0.06542951266  0.1435663387   0.01853244994  0.1329905991   0.004839277191 0.2352441773   2.211334373    56.51756613    11.86153084    
68       INTERFACE  0.7946572734   0.8634204641   4.546282259    15.10211933    0.9954493267   0.6714360855   1.101880071    0.4656537771   0.8477114187   1.85418061     2.874718053    0.4101508094   2.550767965    0.03308773157  0.3534169398   0.02222303489  0.1241024823   0.01132676017  0.2310698592   0.9279118153   31.77533366    14.1395374     
69       INTERFACE  0.9614043911   0.287145884    -4.482253616   35.49180675    0.07734866184  0.5002077378   0.7496286365   0.1862635333   1.430558655    2.916160822    1.760464353    1.326187556    4.643332686    0.04912847403  0.1705224502   0.03515970372  0.08026262981  0.01069281622  0.2748200656   2.687750641    124.0800108    15.5317876     
70       INTERFACE  0.07536973505  0.6131118484   -15.02869838   2.222156211    0.4584270666   0.2908701131   1.583237395    0.199468024    1.101331053    0.9950999241   3.859592962    1.279359675    4.540705467    0.09019890226  0.004319032316 0.0759826043   0.07702885484  0.001456068006 0.4461497004   0.6441572585   224.9887011    29.01229023    
71       INTERFACE  0.9208301789   0.1947732795   3.883954404    49.8557427     0.04144190428  0.3375864749   1.590321679    0.3609620184   0.865574323    2.731009846    2.25414087     1.949891805    4.032526725    0.2371219439   0.2976526805   0.09614964     0.01125031534  0.01341298301  0.4611731999   0.6161721714   78.96000685    4.089587618    
72       INTERFACE  0.296103475    0.3101543378   -10.25303753   43.46890255    0.1007066965   0.3140452754   0.7641224496   0.3094527071   1.734598508    1.787641257    3.768432366    2.913936869    3.02072944     0.2274786009   0.3390117882   0.09611375307  0.1430016667   0.01023486233  0.3333044899   3.128576236    315.2580993    9.596735949    
73       INTERFACE  0.6580177395   0.3887190191   -18.78169361   49.34977692    0.08624027301  0.4954319161   1.628977813    0.4786379355   1.243101578    0.9130842898   1.935713199    1.477756024    4.563859951    0.07383719492  0.2579815844   0.021048022    0.08700139554  0.01159770647  0.05702992246  1.123727251    192.935629     8.875803587    
74       INTERFACE  0.3589373476   0.9812995655   -14.87185551   67.91929055    0.4297818296   0.2510520407   1.271188633    0.4766222048   0.8822992533   2.056977194    2.192307054    2.005700382    3.243190821    0.06668471263  0.1542434463   0.03706629014  0.08330326365  0.009344903054 0.2767374772   0.07855495911  271.0256827    11.21524447    
75       INTERFACE  0.007928708106 0.4745876017   7.875834724    11.25392975    0.5566928104   0.3514693555   1.167278454    0.1629578559   1.287406269    0.8549133459   3.679934643    0.4671701986   4.311472202    0.06876248297  0.2521385045   0.1288678285   0.05335126432  0.006543721521 0.400013897    0.9894677342   78.26639554    21.36348897    
76       INTERFACE  0.6985691407   0.4857284388   19.44362289    53.97686185    0.2778469796   0.4176663848   1.818095939    0.3034089561   0.503190062    2.412772075    3.902292196    2.469814905    4.37017549     0.035448798    0.05297222166  0.098625677    0.1024611379   0.00419276086  0.07366107676  2.682181529    88.73522396    23.65252333    
77       INTERFACE  0.4919235125   0.1576311689   -5.856455482   10.42308502    0.9748936687   0.3392910074   0.9805753994   0.1951695843   1.659449849    2.968080199    1.759801312    1.334145667    3.278167127    0.09797151078  0.3188099731   0.05765674836  0.1124563005   0.002683031903 0.3560350789   3.304373719    134.4900586    27.08077191    
78       INTERFACE  0.992966094    0.3470010083   2.913239193    17.63795949    0.3914809084   0.4421052248   0.9059919281   0.4136536251   0.2850207468   1.531990859    1.349068241    2.67406575     3.984064121    0.06383518977  0.1860067061   0.03592288247  0.1195543931   0.00776036629  0.4051276582   1.553955923    196.8959733    21.86072611    
79       INTERFACE  0.391941486    0.6269416743   -5.107092023   46.56706572    0.7040787625   0.648835124    0.2839372255   0.1924530159   1.746809869    2.265655723    2.957589145    2.283723045    4.774303592    0.1105348449   0.2298094639   0.01401997055  0.04871251601  0.00379288789  0.01099728364  2.666893369    115.668504     14.3158699     
80       INTERFACE  0.959456265    0.1510667286   -8.973406103   16.57075828    0.3091665417   0.7076121021   0.1929848984   0.5168493945   1.007110679    1.411275954    1.807391701    1.754576462    3.998901324    0.1661348773   0.1906170168   0.06177762167  0.08302997539  0.001547673032 0.2646406176   3.292707542    714.4196555    32.73380574    
81       INTERFACE  0.6266780618   0.9820170172   0.01658050238  38.03018721    0.7525613331   0.3109609556   1.69946601     0.2447936935   1.696283409    2.011327935    3.722459825    0.7852337859   2.734960938    0.08107280129  0.1637516105   0.07439207814  0.1038792637   0.003037567714 0.130790244    0.5490971984   30.20442159    1.975963965    
82       INTERFACE  0.1013464203   0.4629945898   9.822461563    7.417165685    0.9722099222   0.5491558331   1.18987584     0.3344448476   0.8431552904   0.7200819025   4.143155277    2.059347459    3.79950242     0.04320991615  0.1089554802   0.03211774344  0.1282875986   0.01326667118  0.1148334492   1.211117926    94.15479712    19.5244607     
