%eval_id interface RELDEPTH       DIAMETER       POSITION       ANGLE          ELECTRELDEPTH  THICKNESS_SKIN THICKNESS_SCT  THICKNESS_APONEUROSIS THICKNESS_LOOSE_AREOLAR_TISSUE THICKNESS_SKULL_OUTER THICKNESS_SKULL_DIPLOE THICKNESS_SKULL_INNER THICKNESS_CSF  CONDUCTIVITY_SKIN CONDUCTIVITY_SCT CONDUCTIVITY_APONEUROSIS CONDUCTIVITY_LOOSE_AREOLAR_TISSUE CONDUCTIVITY_SKULL_CORTICAL CONDUCTIVITY_SKULL_DIPLOE CONDUCTIVITY_CSF AFmax_4um      GAFmax_4um     
254      INTERFACE  0.1055105474   0.4086946964   12.39581056    3.390034644    0.1909162393   0.3576932155   1.841197523    0.2415046841   0.5476472625   3.16108369     2.969905375    2.877636432    2.630495922    0.04429798655  0.2872010104   0.05838305208  0.01852417285  0.004375095295 0.1702610757   1.337269       60.8379417     12.65335925    
255      INTERFACE  0.9324834292   0.7412410163   17.09009534    55.74970938    0.9576702106   0.6235913499   1.14246941     0.3480935929   1.32419072     1.954348122    3.39291757     2.020561845    4.614582033    0.212080928    0.1268564778   0.05936734068  0.1364883587   0.005934045273 0.1788395792   0.876360441    41.01711664    10.76140056    
256      INTERFACE  0.7672090108   0.7679779838   -12.97489753   79.57741139    0.3187483795   0.6681058899   0.8699131732   0.2463757831   0.2046125511   0.8399618541   3.449015805    2.155888496    4.444888009    0.07175339601  0.32629399     0.1330234999   0.01305279691  0.007868606148 0.3253120491   0.1288010765   295.7840799    9.413926693    
257      INTERFACE  0.3122894141   0.3668535555   11.05517074    68.23299886    0.1090182488   0.261748235    0.8483506807   0.4873782746   1.702809894    0.6935840714   2.294059506    2.506138219    2.187937704    0.2205613868   0.3010572461   0.09834757828  0.03129209841  0.003714872213 0.002360109085 1.976207622    125.7787707    12.88308312    
258      INTERFACE  0.8512315302   0.8944535295   6.913465879    19.06981833    0.8821168192   0.6926151456   0.2229392135   0.5074855554   1.341550249    1.430199316    2.579081695    2.503948287    4.934851318    0.135206105    0.02544905905  0.111060128    0.01810303279  0.003395226133 0.2495782955   0.08450284407  88.95271225    33.82316631    
259      INTERFACE  0.5670278769   0.2348672237   17.88078187    81.03334491    0.8286416866   0.825143451    0.3480072553   0.2559890276   1.742331836    2.783698754    3.323484967    1.168229917    4.863222181    0.1100366058   0.05747242668  0.03352089325  0.09703887384  0.007297874826 0.1993521804   0.4301741558   68.5734713     11.6186005     
260      INTERFACE  0.6405602338   0.8164234413   10.67408745    77.02992549    0.4800420247   0.2438522613   1.864931268    0.2083655403   1.470492647    2.775048074    1.513191557    1.778355535    4.605006787    0.2646193353   0.1621512751   0.05062360541  0.04409431261  0.00171617023  0.2554407697   1.515524828    46.04873771    9.46767002     
261      INTERFACE  0.6887720638   0.5725119054   -8.808966194   83.25418467    0.221522626    0.2704307378   1.458202745    0.4719361982   0.9955146565   2.91247502     2.990277528    2.719127156    3.378141664    0.05655857408  0.09669313744  0.1297773819   0.104510008    0.006124412657 0.1239069204   1.801086989    220.4625934    9.006168425    
262      INTERFACE  0.624864183    0.3077134488   -5.008261575   29.35532941    0.4551552694   0.6754328745   0.3911637688   0.1287424808   1.221279129    2.460677921    2.34227795     2.786603746    3.148685232    0.2430971896   0.1506549184   0.140720791    0.1488489189   0.009323002007 0.3168616775   3.406021       129.6759258    13.47466391    
263      INTERFACE  0.5584847941   0.7633780421   -18.29900246   3.75019648     0.4729927857   0.8181868654   1.772427924    0.4964027896   1.183305499    0.8716240157   2.817413995    1.167257408    4.395186201    0.1570524219   0.1081075663   0.06406421462  0.04962238375  0.01060424666  0.2510066554   3.457589751    142.1080269    21.00338679    
264      INTERFACE  0.5539628239   0.2764171307   -15.22652305   72.08694318    0.5643273798   0.3614250925   1.675948589    0.3148886144   0.8733390683   2.55057179     3.865606986    0.7129095408   4.479693713    0.2034355377   0.2877031996   0.07459186938  0.06639195939  0.01093055057  0.1947511295   3.009438547    227.9453663    7.235805517    
265      INTERFACE  0.447361752    0.2622033245   -7.181317696   70.9672027     0.2461084252   0.5871906417   0.1602009174   0.1461005244   1.672035214    2.007578944    2.620535598    1.464636144    3.465860904    0.2556163239   0.2615898621   0.03613118177  0.04783494156  0.01255393312  0.4412795678   1.298171236    163.2690501    7.604708978    
266      INTERFACE  0.6411350287   0.7438160311   0.8776566988   80.82469994    0.6595315115   0.609571794    1.490343847    0.3243078506   0.8846376602   2.327582686    2.775694798    1.273070638    4.432700892    0.09939505221  0.2801282832   0.1246290114   0.08837345184  0.005509919714 0.1732184962   1.71217628     8.910407235    0.5781859325   
267      INTERFACE  0.9438071388   0.9563501045   10.2753178     2.881537648    0.7972359317   0.1932960862   1.492904671    0.5108144733   0.9808894637   2.946438241    3.211742294    0.7308282149   4.404759866    0.1808495518   0.1171879602   0.02800412439  0.05129912863  0.004748125182 0.122496374    1.140142917    77.02024639    23.3231306     
268      INTERFACE  0.9512086027   0.3425428695   15.2110841     28.8853824     0.4635988282   0.4073725968   0.8656882209   0.3206738702   1.126399183    1.925922087    3.527665691    1.738798626    4.813662459    0.1940320437   0.08953748099  0.147706305    0.06799628095  0.01334826317  0.3028738538   2.214613949    270.5554378    13.44420216    
269      INTERFACE  0.3756115334   0.1096334626   -3.315120896   45.49151002    0.5365662894   0.4829515414   1.812779406    0.1655405119   0.3666060368   1.355645103    3.890263608    1.520706719    4.935788648    0.09406904933  0.07696893912  0.0692802583   0.04081111532  0.01143493151  0.1097015735   2.107567971    74.67489965    10.1322968     
270      INTERFACE  0.09946481767  0.8905389245   -10.9541506    75.15806669    0.288468639    0.6877904406   0.1314926876   0.217915573    1.191464624    2.058859194    1.746035975    0.6186715181   4.702604272    0.1811077926   0.04088726931  0.06261644303  0.1007105736   0.009334707936 0.4388216657   1.945109699    504.7021595    15.9998631     
271      INTERFACE  0.05675291129  0.7930134174   7.809562852    83.11592079    0.09615901034  0.5781047262   1.92163106     0.2842579668   1.613746851    1.303821577    4.23476205     2.497576414    2.662489815    0.05330947117  0.1976452931   0.02457633438  0.0749176052   0.01258497172  0.3819662898   1.092406366    14.49236186    3.836600144    
272      INTERFACE  0.392860417    0.3687393185   15.62657952    61.24074946    0.1291170214   0.2725396944   0.6414521172   0.3360561144   1.688005577    0.5325152552   3.109474795    2.64343508     3.897860071    0.0385727849   0.01736017822  0.01555311594  0.01632704725  0.001866114959 0.1081340036   3.506081483    1262.043424    86.45219246    
273      INTERFACE  0.7889217774   0.4704586269   -20.37935165   27.61432127    0.5433775956   0.3069910235   0.5710813542   0.3191954045   1.575964238    1.909028843    4.265359288    0.9707146133   4.95690236     0.06265342599  0.1913103748   0.03652985362  0.1274648914   0.004874270704 0.2959440094   2.835514766    243.1989372    24.50668686    
274      INTERFACE  0.1564216144   0.1175413668   -12.16548932   62.20310809    0.2495907895   0.4391007568   0.3582416242   0.3470879853   1.354968583    2.386796392    4.106218883    1.693910985    3.983809804    0.1393948896   0.3485486164   0.1063356739   0.02876728699  0.01200499001  0.2437870858   0.8014001615   651.5361483    19.69019333    
275      INTERFACE  0.5918472316   0.9086992411   -14.81585031   8.653113722    0.2188679141   0.7763840212   1.511744077    0.3658479758   0.4524488864   1.234649495    3.519224537    0.1313285765   3.863642909    0.2315033203   0.2116441315   0.06724751587  0.07340373534  0.008442558147 0.4222104636   0.6209022291   125.426087     10.00862172    
276      INTERFACE  0.9393165822   0.6731661348   19.06846785    66.08721691    0.2591006697   0.7061455452   0.8735345307   0.4327324235   0.8715989902   2.072572804    2.471206347    0.1470380271   3.848756313    0.1449663927   0.3548922632   0.06241866087  0.07192777848  0.006508756627 0.1615214648   2.478880776    24.21173738    8.456154569    
277      INTERFACE  0.6810413663   0.553668906    13.22649407    64.08534423    0.8461312251   0.6192094016   1.504089653    0.5129772767   1.674063786    1.972372588    2.204660842    0.1488524635   4.527580017    0.1385145169   0.05169754667  0.120614866    0.07882096052  0.007395288555 0.276088083    0.6089310132   65.05839022    8.967132681    
278      INTERFACE  0.990180326    0.1763733412   10.11039403    68.74605168    0.5522995851   0.2190055058   0.6391660224   0.1255323721   1.235259268    0.9349888827   3.468556897    0.5238083817   4.688203148    0.2346205941   0.0711123258   0.0258407836   0.02452695796  0.01125354427  0.001742096675 1.943411385    574.3336819    47.24244131    
279      INTERFACE  0.9579321064   0.4812691406   -16.22098605   79.4458414     0.1789059422   0.5843041282   0.7261081525   0.5103044689   0.7081171895   0.9253545698   4.051846815    1.028776097    3.768878173    0.2601148933   0.03877351615  0.09746915148  0.09904809767  0.00782445768  0.3762261227   0.9600980594   548.0352325    16.4136579     
280      INTERFACE  0.732357699    0.7490396719   -9.951902481   44.65905883    0.9371743879   0.2864385342   0.7946826592   0.1911051802   0.5446181583   1.87024305     2.482854881    2.606447178    2.210134249    0.08861558266  0.06351592683  0.06738801911  0.02320459273  0.009454961389 0.4242072381   3.639867903    812.6303154    24.62871337    
281      INTERFACE  0.8666018961   0.1247473579   -2.04215797    87.96369543    0.06033672491  0.6613688584   0.569076965    0.5406172369   1.295453593    2.310117185    4.18746799     1.936147008    4.057334273    0.0856277456   0.2499602738   0.0915408061   0.1378307898   0.01199031305  0.1828635164   2.406269307    56.06201633    1.556569338    
282      INTERFACE  0.3710785286   0.8666788841   -0.55821764    77.68573809    0.1206039083   0.5699065195   1.44559279     0.2189292991   0.9738128888   2.29523567     3.867580108    1.02236366     2.823118855    0.0888474446   0.1802676324   0.1458007631   0.1263418069   0.004118730835 0.006956524205 2.966865499    10.81416457    0.6162834373   
283      INTERFACE  0.9947157238   0.5771792677   -19.15443661   31.82072303    0.67823089     0.8342358398   1.208624179    0.4235033454   0.9378738161   3.25857623     3.820353721    0.4370387987   3.262710741    0.0973901031   0.1761055517   0.1210766499   0.1200607455   0.002823913547 0.2785097522   0.7659911899   228.5743189    20.50451106    
284      INTERFACE  0.8059248507   0.4225003062   -9.460751746   76.00017933    0.4238077009   0.7877781093   1.515872028    0.5032006627   0.4210056392   1.497367007    2.031710344    1.010071329    3.734737028    0.2153730767   0.1493890685   0.03154344909  0.06824385255  0.001895266725 0.2668927882   3.24907927     257.212237     8.348737261    
285      INTERFACE  0.1551011073   0.5183078564   3.798092449    20.49260666    0.3331291872   0.3891457201   1.294843823    0.2334343473   1.669587789    0.6300466624   3.23861913     0.794885059    3.497009471    0.1665800036   0.2171072111   0.1375039011   0.05268395698  0.00315736222  0.3850671276   0.2989090757   55.72402776    12.74762358    
286      INTERFACE  0.2724043384   0.6899782856   10.9344957     11.02233647    0.2471928705   0.2313738055   0.4936812983   0.3460885363   0.7615659407   2.591288602    1.502040623    0.9979831908   2.97531461     0.2300664702   0.1682827782   0.06024948837  0.1213375722   0.006221584767 0.2507502632   0.9929854445   172.0978992    21.13009709    
287      INTERFACE  0.7796462332   0.7166538732   16.78383231    85.80435544    0.3761639661   0.3704393485   0.2091317354   0.3925781271   1.766382378    3.002800723    3.093141402    2.590880572    5.013444061    0.2621880092   0.01432812805  0.06964054304  0.03641999238  0.004431689835 0.2242771893   0.9440645324   141.8493922    20.76405871    
288      INTERFACE  0.729443933    0.8918146876   -13.11681297   56.2694682     0.1128499872   0.3739645948   1.658809979    0.3380366193   0.6783913586   2.750404623    3.591389345    0.5264175205   3.887486492    0.2464594594   0.2518304093   0.07316688012  0.1381160289   0.01374261639  0.1265019862   2.354107567    172.0685089    6.196299721    
289      INTERFACE  0.8885015271   0.2526777464   -8.741489225   29.22464068    0.3861632202   0.2778552879   0.8405553198   0.1331281558   1.090239531    1.873767801    2.65760703     2.334648142    2.99492981     0.1946781668   0.323770247    0.03422957119  0.08056948229  0.01012967387  0.1604230465   0.6278174694   378.276802     13.74960111    
290      INTERFACE  0.3969724016   0.1428721232   17.04532587    82.2434716     0.4202005946   0.6214337463   1.037771812    0.5155223658   0.7357495896   0.6045088509   1.84740168     1.622727667    2.876923548    0.1858506085   0.1427382318   0.1279333516   0.1154401803   0.001839015052 0.06629733488  0.3682128625   106.0519946    11.77812043    
291      INTERFACE  0.735881985    0.8010306406   10.62614806    57.4126522     0.551255116    0.4344750574   1.725700602    0.4668468637   0.6459588634   0.6196063126   3.898112934    2.1214984      2.305797209    0.0585147614   0.06814118636  0.02982766527  0.05223419016  0.009743496619 0.3688825641   2.902868674    139.5099235    13.79652167    
292      INTERFACE  0.7131340932   0.6846793579   11.45781557    1.517361763    0.1143742653   0.8340446885   1.793765419    0.4540619114   1.034270698    3.163005334    2.722303716    2.748558907    2.408238446    0.2367693718   0.01231051992  0.1130340144   0.1449646205   0.004397515318 0.3091259639   0.2144152517   123.2864724    12.23235197    
293      INTERFACE  0.1232569921   0.7858089039   20.67751851    43.6679019     0.8385446095   0.2935723087   1.730635696    0.2920012541   0.771725128    1.488631633    4.230527225    1.14112825     4.035220172    0.07884734376  0.1075228302   0.1438860261   0.1085832462   0.0131147853   0.3260818473   3.184268269    30.88921581    11.0178471     
294      INTERFACE  0.9269999672   0.9869866965   13.84821116    44.45773538    0.9221164321   0.7134056284   0.6730514414   0.2231620021   1.376561436    0.5454085399   1.836675755    2.603277069    4.589606971    0.06457157223  0.2929558932   0.04486331494  0.08865342991  0.007271383288 0.3611978276   3.022650945    57.84600815    8.829365989    
295      INTERFACE  0.1500495389   0.4354657512   -2.402823875   8.844813605    0.9985531941   0.5071877547   1.479389501    0.5383260309   0.5163558272   1.284025467    2.68617178     2.846139577    4.403136816    0.1961985373   0.1672708444   0.01302100595  0.07533050211  0.01339145004  0.06290705398  2.253101616    119.8419281    23.15138831    
296      INTERFACE  0.7307253691   0.4656246436   10.36573184    73.25465903    0.8985436761   0.2180105944   1.613186263    0.3043153291   0.2603575711   1.533949856    3.065244093    2.145907981    2.465013637    0.1672057822   0.04604602778  0.1070586803   0.1442333293   0.002933994546 0.3105146032   1.674396456    229.6676385    24.70188657    
297      INTERFACE  0.4551871053   0.1778277165   -10.22545514   71.02879191    0.7197980859   0.4579663207   0.4751917354   0.3628339965   0.2119913541   1.709046406    3.658816782    0.5496200974   2.26986003     0.07110968692  0.07254788544  0.08231574185  0.03171208283  0.01322269751  0.08425226578  1.534840889    1811.289537    52.55170594    
298      INTERFACE  0.1489121954   0.2587362992   -5.04365028    47.48434031    0.4815401281   0.7757260416   1.719431174    0.3070903173   1.782194975    0.7906707582   4.155782514    0.6837800531   4.066188633    0.1917606864   0.2950264822   0.0213202864   0.04735123323  0.005080518703 0.1923896837   0.3433771574   34.19268666    4.344574921    
299      INTERFACE  0.5933481125   0.4741631091   -16.63403887   49.89507782    0.4242936667   0.342600329    1.570251328    0.2737007287   0.6658344355   2.644483139    3.680347057    1.48942586     2.887894244    0.129493622    0.291401442    0.0849333516   0.1264980014   0.01058323879  0.01381115711  2.765044391    191.0957956    10.09966821    
300      INTERFACE  0.4925807376   0.8245604423   2.094309843    26.0922031     0.4065855307   0.553485476    1.561288497    0.1263252395   0.6961397943   0.4319180086   3.503922008    2.534164181    3.776785344    0.2108680581   0.1594679564   0.0918124767   0.1293616301   0.007008691826 0.08123098658  0.5379209063   62.72920815    6.166709964    
301      INTERFACE  0.8465659693   0.2812280377   -6.675671267   43.10382832    0.9528807819   0.529813326    1.532417457    0.3696736437   0.2963727251   1.738231931    2.573601915    1.294675182    2.440645098    0.1232968259   0.1454616104   0.1491414533   0.03820948175  0.008832170101 0.006098033455 2.91674204     153.8171264    13.49986126    
302      INTERFACE  0.9360620071   0.9074969921   8.60100367     69.77268585    0.9128081373   0.5440989936   1.360685261    0.403799685    0.3773428163   2.69894855     3.31780972     0.8376942337   4.363875866    0.04791855921  0.2481408921   0.07162078678  0.1258746965   0.006722917766 0.1233081031   1.362548536    25.21982501    7.061405834    
303      INTERFACE  0.3026531533   0.8241357395   -11.74784537   13.5014032     0.07847031931  0.534038135    0.1773539701   0.1693061557   1.304426316    2.489704453    3.987168916    0.7018576152   3.619963427    0.1416439416   0.05720155369  0.03191286291  0.130295599    0.002514749022 0.3374448975   1.405309669    640.8498315    22.105918      
304      INTERFACE  0.6746008655   0.633753264    -8.221449689   72.37705351    0.236614975    0.6909586306   1.52898612     0.1752022362   1.213986448    2.71971677     3.5621411      2.277893248    2.611880247    0.2433050025   0.04258790007  0.05737033605  0.1455825215   0.006361432233 0.3046958623   2.203829731    151.119096     7.027549635    
305      INTERFACE  0.8802586527   0.4206781822   -10.69465603   53.76982401    0.001413256473 0.1925913365   0.9213160273   0.4393717702   0.6381314952   1.631223144    3.696820423    0.1551794189   5.066011281    0.03338849843  0.2633905317   0.1091243781   0.02480662103  0.005788242045 0.3389604405   3.674708083    462.1097222    14.23130829    
306      INTERFACE  0.1438160442   0.5475432843   -6.734060586   30.37503129    0.3112491337   0.7498279173   1.356455701    0.1210113317   1.015442627    2.515853495    2.224436448    0.4910374684   3.394585172    0.2180120844   0.3273037836   0.02862116939  0.1062772019   0.009844454748 0.1881119307   0.9040221933   90.87483853    8.738880513    
307      INTERFACE  0.387096038    0.9388953995   -8.336911712   1.950259345    0.8730726991   0.4774527815   0.5194351174   0.1146003996   1.638610429    2.794382569    3.477411628    1.006724851    4.255599198    0.1822392211   0.1094624202   0.08887164301  0.08554386414  0.01088701362  0.1287680699   3.454325949    175.2250282    31.18906673    
308      INTERFACE  0.3504774266   0.889774358    -8.59845028    63.73652865    0.6471087329   0.2789654015   0.6162664053   0.1882902548   1.099201334    0.9792603736   1.587896769    0.2540650333   2.553084301    0.2379103474   0.2678904632   0.1262366009   0.08519998309  0.008782408602 0.1654931191   2.7414467      137.9698713    7.219774616    
309      INTERFACE  0.4944936056   0.5039994511   -5.757047754   71.14283755    0.2455957591   0.241321355    0.2331912809   0.5213959042   1.683829974    2.66222239     2.993117173    2.196259682    3.558698161    0.2723308163   0.07375273083  0.1334990165   0.1001937503   0.002503583944 0.1077979181   1.589307275    79.54781305    7.655747666    
310      INTERFACE  0.5035447697   0.9005303868   6.150865019    65.43193329    0.3319754019   0.6830035269   0.4164217228   0.4843687347   1.310294555    1.579256099    2.299783275    2.157061763    3.624608753    0.2613388532   0.2537856988   0.06920935946  0.08143927357  0.004249844046 0.04627050779  0.5927353539   12.9317364     5.744856689    
311      INTERFACE  0.9475643113   0.1588470227   -11.88538305   40.10919546    0.06537303991  0.3271416043   0.3974815543   0.1546253638   0.2768452112   1.949545869    1.984990167    0.5424196043   5.085028179    0.08976456929  0.1045523952   0.1310160659   0.05346354115  0.01245730331  0.2163023068   2.1674595      4139.613408    66.34787064    
312      INTERFACE  0.180903074    0.2578588183   3.313258916    52.1158954     0.1847382927   0.6458405643   0.2884766336   0.1464085494   0.4058992277   1.290837486    3.907559009    2.876401107    2.504301348    0.03846906968  0.2741950814   0.04054341941  0.04131937662  0.006576875738 0.188603189    2.330210407    397.5877052    10.57597416    
313      INTERFACE  0.2970324076   0.48867921     16.20132014    1.138525125    0.7383652502   0.7116243074   0.3704998787   0.187900886    0.7333096551   0.5420072658   3.484805539    2.626584419    3.432485289    0.05353719023  0.3563354647   0.01681697921  0.06560826157  0.006505564856 0.3589611813   1.911781558    216.3832184    21.66510198    
314      INTERFACE  0.9707633675   0.3001373291   -18.02193918   10.86659117    0.9585178281   0.4897219809   0.9910356746   0.3058001319   1.008091612    3.25636816     2.840285106    2.031418519    4.009636239    0.2745237147   0.1991110494   0.1244876218   0.09558309077  0.001615505112 0.3409663172   2.673796841    236.5802394    30.70895949    
315      INTERFACE  0.6509553344   0.5024210702   1.154308989    37.23472899    0.6862201925   0.4277328834   1.513680667    0.2704608965   1.141862703    2.288259776    3.645641632    0.9244355884   4.859375819    0.08595770108  0.02834893471  0.09630444478  0.06348434377  0.007187412828 0.2744600403   3.031961059    85.95049209    5.995008188    
316      INTERFACE  0.4402769484   0.8696115682   -19.22768901   60.9990428     0.009810922723 0.5595450633   1.70692585     0.2323886914   0.8290377979   2.939982908    2.485180805    2.036691656    2.5184637      0.108400377    0.1130696359   0.05914545415  0.06064625591  0.004552336876 0.4207275565   2.43219296     208.1304193    14.13340141    
317      INTERFACE  0.4119176185   0.4104153551   4.131643669    88.57265714    0.7858255735   0.3095159292   0.3216750404   0.4754013136   1.292683642    2.567923519    1.627713844    1.475249157    2.952394       0.2428143661   0.2624619316   0.1017737303   0.1394021897   0.01017078788  0.004294195581 2.082229684    34.85396863    3.629070857    
318      INTERFACE  0.1338144149   0.1350630848   -9.993848891   47.84912949    0.6641584598   0.348965274    0.6022776178   0.5189716567   1.463602562    0.5071035598   2.809983128    2.132640125    3.865499083    0.02728639947  0.3522666485   0.1070783142   0.1233121341   0.002619518172 0.4600920449   1.671008869    247.4899225    8.948397704    
319      INTERFACE  0.8272794331   0.1688692737   8.441729475    11.45211542    0.8841696099   0.6128021327   0.7037338911   0.2776323872   0.2078503316   0.9604023632   3.749927309    2.830516211    4.470703287    0.258719106    0.2055571087   0.03236819302  0.04268696913  0.01000396493  0.3778909422   1.929183916    505.5250882    21.95714269    
320      INTERFACE  0.7573973897   0.6865210051   9.38109213     28.62276494    0.9808023613   0.4281466972   0.1801894405   0.2670393469   1.070872528    3.111358185    2.149502347    1.697249883    4.359859577    0.2483138236   0.2099157492   0.04691527228  0.01164627701  0.008767970663 0.0199355422   2.544457669    147.1749164    28.81651269    
321      INTERFACE  0.1888978376   0.8484442592   -0.1456943637  11.12088478    0.344224099    0.377448552    0.8309322788   0.5250447937   1.645590937    3.132046193    2.534317937    1.894959783    3.121821351    0.08291581252  0.07348300394  0.06275517326  0.01537650352  0.00112005691  0.1394385666   3.622595326    321.5535037    34.14579942    
322      INTERFACE  0.409557152    0.736586916    -11.08145964   41.64369117    0.3552614859   0.5949957367   1.141403739    0.4348311378   0.8869065261   2.168776359    2.450378732    2.616742964    3.714973878    0.1889217819   0.125151369    0.04329746314  0.08323178195  0.00902997078  0.2581464327   3.693940168    270.5319255    12.02628666    
323      INTERFACE  0.6856476401   0.9691387965   -1.685036711   87.00924908    0.5267641258   0.4120631714   1.158552297    0.341952485    0.2666112989   3.01514384     2.423285017    2.823999549    2.866273555    0.2706922197   0.08078066194  0.07100731506  0.07215965868  0.002836265105 0.1099386693   2.781175985    23.52400413    1.689035572    
324      INTERFACE  0.5563375967   0.5077410187   -9.282059212   25.69348618    0.590874445    0.208072931    0.1286422976   0.2779922131   1.022708284    3.094097193    2.000424879    0.9452458816   2.556027338    0.2028271931   0.2047788502   0.04739967332  0.08386504125  0.01350731754  0.4071434159   2.71957987     677.6464997    27.57369235    
325      INTERFACE  0.9294981199   0.1500921272   -11.26950487   43.1920158     0.6740893521   0.7560932796   1.130058449    0.2313968354   1.414675724    1.803294077    1.580319303    0.4095106493   3.792432237    0.1028735471   0.3397292608   0.1303727167   0.02430104994  0.008136273965 0.4014404613   1.487559584    243.8984266    8.539613919    
326      INTERFACE  0.7162499367   0.4001313723   13.44883199    12.96341242    0.1923518932   0.740108626    1.046940978    0.1635278136   0.7292897497   0.8906752289   2.463889818    0.5667112788   4.425942962    0.1551669257   0.003511824962 0.09268088053  0.02165400424  0.01299627243  0.1841855528   3.738714015    541.5928766    26.41610291    
327      INTERFACE  0.6223725211   0.2935115746   -20.33513376   73.52395036    0.6443032308   0.3145499997   1.440997483    0.513157047    0.7599652098   0.4951007076   2.007191873    0.9610586135   3.818783671    0.07561930495  0.340863283    0.04602007582  0.08139943883  0.001258732746 0.3266826114   0.7331181326   78.14295623    6.848921757    
328      INTERFACE  0.3255601566   0.7281761211   15.68558948    57.84555319    0.7543451813   0.6514086386   0.4629707233   0.4951540361   0.6010357313   1.460779163    3.831253885    2.080900857    4.772058376    0.1486892066   0.08514723837  0.05092104771  0.03748265251  0.01028515508  0.3377237456   0.6907598983   192.1303345    17.21658665    
329      INTERFACE  0.6068610069   0.1255144737   14.30201645    26.99054813    0.7205820341   0.367934359    1.303749493    0.4855532178   1.217639771    0.5480194006   2.631563949    2.270953956    4.930985491    0.07235956415  0.3279711417   0.1185302563   0.0408535199   0.01309800534  0.1727540815   3.915276008    78.17822461    8.290042444    
330      INTERFACE  0.8867103397   0.536191329    -0.534330067   10.00171359    0.3988302724   0.5239577165   0.7163296005   0.1346975872   0.836991742    1.887363542    1.572408187    0.7803332937   3.094498728    0.07055672096  0.2074037615   0.1252591946   0.1346065921   0.01021263177  0.264779464    3.742249348    296.1250075    8.526013915    
331      INTERFACE  0.289300559    0.9557310674   -6.447817582   56.92072676    0.1576200365   0.5683012757   0.521240289    0.3547586176   0.2522631579   2.895486155    2.353312729    2.520575144    2.471101532    0.1689871072   0.3030948343   0.1299137823   0.06531391352  0.00967110356  0.04178923759  0.7553863978   75.90929267    9.013496423    
332      INTERFACE  0.9642567584   0.8424100246   -1.981639903   55.5526288     0.2965411898   0.8353341635   1.497698525    0.3805724789   1.759110783    2.319785524    4.072373734    1.671106973    2.970085206    0.02680073503  0.0896186427   0.05965927557  0.02606080959  0.003761533209 0.2469829861   1.502072682    49.44037949    4.434845436    
333      INTERFACE  0.5892222956   0.8111112414   6.580448656    57.63852648    0.1314519289   0.808393518    1.175045229    0.1805255794   1.277837597    1.39872959     2.312928914    1.161588534    4.683050796    0.2374613777   0.1811811228   0.105774644    0.0898158604   0.002478747378 0.002767026083 3.810030551    21.53134111    5.987584618    
334      INTERFACE  0.4798244241   0.9099668984   1.621769751    74.21476864    0.2664146955   0.8239833154   1.399003386    0.3923274881   1.210590663    0.4815247652   3.291876125    2.40775224     2.616690885    0.06348878838  0.126399402    0.1413119673   0.1014992414   0.004142016088 0.0967925825   3.618715528    20.73192468    1.073557994    
335      INTERFACE  0.899883091    0.3932877909   10.56142373    67.66081386    0.1960221719   0.4600294315   1.525448478    0.1845318374   0.8693520079   0.5543369989   2.387136072    1.8053752      2.880588805    0.1189101951   0.1052776868   0.08333116215  0.1376926734   0.003945754151 0.3273688972   1.56332888     355.5698485    19.22731019    
336      INTERFACE  0.7608418823   0.3896295302   14.76698964    42.24102769    0.0364415143   0.2138537911   1.066690506    0.3125042625   1.474856473    2.680022679    1.6786297      1.100846078    4.239022386    0.2663021512   0.1551616268   0.1384037922   0.05063726378  0.008193325632 0.3958845849   3.21413518     225.1885552    13.81402263    
337      INTERFACE  0.4186887624   0.5131188901   9.051588187    14.5705395     0.9675469511   0.2508030434   1.433393923    0.5109739699   0.3449774534   2.066068971    2.59668361     0.6266383925   3.941633354    0.06096229204  0.2390996765   0.1292939479   0.06105900528  0.002556207194 0.1823194433   3.614066988    81.08492626    20.23588251    
338      INTERFACE  0.4442592224   0.8513297876   -8.433001869   13.97050583    0.6338058321   0.515456881    0.599388387    0.4519902872   0.5728698071   0.8088181055   1.667384575    0.4498454363   4.293243507    0.04497344377  0.0710041629   0.08422711127  0.01528215974  0.007956708784 0.1612534631   1.099406918    499.9409293    50.50799348    
339      INTERFACE  0.9426398732   0.197755254    -1.795678623   8.122996549    0.2062008964   0.5817155612   0.786420647    0.3400321497   0.8890592215   0.9834881019   3.687411302    1.025059957    4.109147446    0.2029641957   0.09917174521  0.1322035722   0.09435214417  0.004302692213 0.1872381707   0.584003111    754.8254537    31.84104449    
340      INTERFACE  0.2313677638   0.1630503361   3.913709756    8.443780884    0.3373726926   0.5147796651   0.5126001646   0.1278582415   0.2757788916   2.523948849    2.333005863    2.384102168    3.407354648    0.1631934813   0.2570768413   0.06317025185  0.1315440945   0.01167964385  0.1958525333   3.585815492    433.1837791    51.44511024    
341      INTERFACE  0.8728381179   0.8708403685   -7.379526466   60.35258016    0.3345110549   0.5409763061   0.409516377    0.4049079978   1.025879456    3.0550127      2.444403718    2.466060564    3.990761102    0.1205570016   0.2657676811   0.1318139873   0.08074452995  0.01344321789  0.4293679485   3.86515802     103.1012075    8.68677336     
