%eval_id RELDEPTH DIAMETER POSITION ANGLE ELECTRELDEPTH THICKNESS_SKIN THICKNESS_SCT THICKNESS_APONEUROSIS THICKNESS_LOOSE_AREOLAR_TISSUE THICKNESS_SKULL_OUTER THICKNESS_SKULL_DIPLOE THICKNESS_SKULL_INNER THICKNESS_CSF CONDUCTIVITY_SKIN CONDUCTIVITY_SCT CONDUCTIVITY_APONEUROSIS CONDUCTIVITY_LOOSE_AREOLAR_TISSUE CONDUCTIVITY_SKULL_CORTICAL CONDUCTIVITY_SKULL_DIPLOE CONDUCTIVITY_CSF
136 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
137 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.3 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
138 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
139 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.9 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
140 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 4.2 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
141 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 4.5 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
142 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 4.8 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
143 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 5.1 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
144 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.021860049 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
145 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.0471474594 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
146 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.0724348698 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
147 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.0977222802 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
148 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.1230096906 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
149 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
150 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.1735845114 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
151 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.1988719218 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
152 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.2241593322 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
153 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.2494467426 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
154 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.274734153 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
155 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.001 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
156 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.0365867288 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
157 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.0721734576 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
158 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.1077601864 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
159 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.1433469152 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
160 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.178933644 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
161 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.2145203728 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
162 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.2501071016 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
163 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.2856938304 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
164 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.3212805592 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
165 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.356867288 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
166 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.00916215 0.079195857 0.00644673 0.09975 1.87899971
167 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.0231688914 0.079195857 0.00644673 0.09975 1.87899971
168 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.0371756328 0.079195857 0.00644673 0.09975 1.87899971
169 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.0511823742 0.079195857 0.00644673 0.09975 1.87899971
170 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.0651891156 0.079195857 0.00644673 0.09975 1.87899971
171 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
172 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.0932025984 0.079195857 0.00644673 0.09975 1.87899971
173 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.1072093398 0.079195857 0.00644673 0.09975 1.87899971
174 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.1212160812 0.079195857 0.00644673 0.09975 1.87899971
175 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.1352228226 0.079195857 0.00644673 0.09975 1.87899971
176 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.149229564 0.079195857 0.00644673 0.09975 1.87899971
177 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.00916215 0.00644673 0.09975 1.87899971
178 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.0231688914 0.00644673 0.09975 1.87899971
179 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.0371756328 0.00644673 0.09975 1.87899971
180 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.0511823742 0.00644673 0.09975 1.87899971
181 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.0651891156 0.00644673 0.09975 1.87899971
182 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.87899971
183 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.0932025984 0.00644673 0.09975 1.87899971
184 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.1072093398 0.00644673 0.09975 1.87899971
185 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.1212160812 0.00644673 0.09975 1.87899971
186 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.1352228226 0.00644673 0.09975 1.87899971
187 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.149229564 0.00644673 0.09975 1.87899971
188 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.001 0.09975 1.87899971
189 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0023051799 0.09975 1.87899971
190 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0036103598 0.09975 1.87899971
191 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0049155397 0.09975 1.87899971
192 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0062207196 0.09975 1.87899971
193 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0075258995 0.09975 1.87899971
194 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0088310794 0.09975 1.87899971
195 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0101362593 0.09975 1.87899971
196 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0114414392 0.09975 1.87899971
197 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.0127466191 0.09975 1.87899971
198 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.014051799 0.09975 1.87899971
199 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.001 1.87899971
200 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.0473536767 1.87899971
201 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.0937073534 1.87899971
202 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.1400610301 1.87899971
203 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.1864147068 1.87899971
204 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.2327683835 1.87899971
205 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.2791220602 1.87899971
206 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.3254757369 1.87899971
207 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.3718294136 1.87899971
208 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.4181830903 1.87899971
209 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.464536767 1.87899971
210 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 0.001
211 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 0.3943222655
212 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 0.787644531
213 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.180966796
214 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.574289062
215 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 1.967611328
216 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 2.360933593
217 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 2.754255859
218 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 3.147578124
219 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 3.54090039
220 0.5 0.3 -14 90 0.5 0.514 0.944 0.247 0.655 1.83 2.84 1.44 3.6 0.148297101 0.077621273 0.079195857 0.079195857 0.00644673 0.09975 3.934222655
