%eval_id interface DEPTH          DIAMETER       ANGLE          THICKNESS_SKIN THICKNESS_SCT  THICKNESS_APONEUROSIS THICKNESS_LOOSE_AREOLAR_TISSUE THICKNESS_SKULL_OUTER THICKNESS_SKULL_DIPLOE THICKNESS_SKULL_INNER THICKNESS_CSF  CONDUCTIVITY_SKIN CONDUCTIVITY_SCT CONDUCTIVITY_APONEUROSIS CONDUCTIVITY_LOOSE_AREOLAR_TISSUE CONDUCTIVITY_SKULL_CORTICAL CONDUCTIVITY_SKULL_DIPLOE CONDUCTIVITY_CSF -AFpeak        
1        INTERFACE  0.6648993803   0.6203556092   0.5522494846   0.5775445537   1.167052749    0.3709913826   1.001917464    2.254656137    1.956905964    1.850480797    2.778064661    0.07955696173  0.1955604141   0.06941374842  0.104006381    0.004743608043 0.1619167632   1.594126883    149.8435565    
2        INTERFACE  1.229184978    0.8454899478   21.35413383    0.3056534043   1.493923889    0.3087476324   0.6938701807   2.177368114    3.305223213    1.665842395    4.252008663    0.1373770657   0.06741370308  0.05425745782  0.1070408003   0.003463441997 0.1489593988   3.2310913      182.6666547    
3        INTERFACE  1.266229469    0.5378958265   88.87176083    0.6956621126   0.6684144145   0.3362015811   1.127812274    0.8362004385   1.843254364    0.6391991171   3.564987944    0.07740679882  0.07625874872  0.06842598442  0.03915557395  0.008006573798 0.2913723166   0.8327095065   414.591469     
4        INTERFACE  0.5793060267   0.5487192358   40.75929537    0.5288518888   1.248528281    0.2143057604   0.2986542863   1.351010298    2.735714774    1.875636238    3.975251319    0.1479967587   0.218555287    0.1113276555   0.05600575918  0.008736522066 0.1016950668   0.7928171969   256.3187716    
5        INTERFACE  0.782019888    0.1208000507   3.178514065    0.629845129    1.246740385    0.4101261549   0.7623176042   1.057439526    3.254760999    2.435819748    3.699843815    0.105574484    0.00407795678  0.09860803686  0.09780216353  0.001532836419 0.05048946118  2.183729458    113.3290354    
6        INTERFACE  0.9721910528   0.5917655926   11.76453111    0.3988705958   0.9668475259   0.1614687811   0.5549324493   1.237220983    3.713317295    1.481866389    3.812822299    0.1240297086   0.02152084289  0.108284033    0.08439947348  0.006606016706 0.1335244711   3.107363181    340.6219368    
7        INTERFACE  0.9662992884   0.8853869949   53.77907853    0.3338508283   0.7455667558   0.2744479971   0.7519516202   1.433841044    1.864244322    1.154980088    4.295488385    0.08111146456  0.1632807941   0.06238166187  0.09966434865  0.009657863231 0.2456303018   2.569043736    316.557151     
8        INTERFACE  0.7007430615   0.5323198364   55.82005955    0.3775969702   1.53726768     0.2737927729   0.8371976211   1.513134049    3.103925393    0.9721658643   4.09615267     0.2269552702   0.1098270628   0.08335539875  0.08325993733  0.009030572701 0.3405140741   2.265562789    252.0277863    
9        INTERFACE  1.122181279    0.1244803707   58.19663588    0.5928465374   0.6697897606   0.1600173897   1.033386613    1.410205827    3.606546426    1.472842561    3.574976698    0.1234624044   0.08122427431  0.09565389575  0.1118109394   0.003831121668 0.2133464081   1.198189201    466.1890973    
10       INTERFACE  0.6280563268   0.4777901102   9.871373138    0.7249269828   1.033280749    0.3970380055   1.325031906    1.442937376    3.215117657    1.149224692    3.037712919    0.1194917028   0.01381153964  0.1211907999   0.03942735835  0.006211895857 0.07921641786  2.430105975    96.58831479    
