%eval_id DEPTH DIAMETER ANGLE THICKNESS_SKIN THICKNESS_SCT THICKNESS_APONEUROSIS THICKNESS_LOOSE_AREOLAR_TISSUE THICKNESS_SKULL_OUTER THICKNESS_SKULL_DIPLOE THICKNESS_SKULL_INNER THICKNESS_CSF CONDUCTIVITY_SKIN CONDUCTIVITY_SCT CONDUCTIVITY_APONEUROSIS CONDUCTIVITY_LOOSE_AREOLAR_TISSUE CONDUCTIVITY_SKULL_CORTICAL CONDUCTIVITY_SKULL_DIPLOE CONDUCTIVITY_CSF -AFpeak
19 1.1946257660072297 0.12346474331710489 78.81213148611131 0.6787087669852376 1.1114971093065011 0.0634356314320769 0.9728745390383271 1.193693596655503 3.5886973044928165 1.3523986015701666 3.3199617434339594 0.07879694787103764 0.09378578712715971 0.051016676778532846 0.055607031456156295 0.00745825812145836 0.30617413765685086 2.702231884745621 487.8086092911595
20 0.5561211189348251 0.805944788907189 13.72867347258143 0.6980507229193672 1.3412289880586041 0.41632613344212993 1.3808109366465338 2.3326375582348557 3.049661057475023 1.5682796796923504 3.733937259330414 0.21632288407835878 0.10178740144301263 0.04523418149469854 0.03316766968053289 0.0036197394985174156 0.032862138533915876 2.376034361440039 77.95485824961871
21 0.87290728548076 0.36807776004076004 77.90120520761702 0.7001152443163469 0.816544129880322 0.4067009607174154 1.2039032722812728 1.7989262611884624 3.0682012107735495 1.663849055590108 4.116912234094925 0.14834552125859135 0.07279933307777482 0.037019316134385985 0.11338429050595762 0.009927697364046069 0.18580942699747072 1.9708867007927962 295.9251533493292
22 1.0856809865101242 0.30362425037077634 51.814899796969264 0.4321152454819158 1.5347863411775604 0.30584422410907225 1.1928445483093033 1.596346088317223 2.958018076070584 1.5117406521365047 4.200825277669354 0.22688626063825482 0.15368472130769187 0.07623453901884322 0.060559963744751415 0.0015222839873728859 0.12390519073017764 2.300009424023418 179.45723287293464
23 0.6695813935529441 0.6635093409344555 19.041232081758793 0.6588435260358826 0.5980226504540164 0.4031092877669446 0.1434809784308472 1.3172612239932642 3.28310625707265 0.6539587960019707 3.45620853792876 0.17393896184955027 0.12228347796485557 0.1130998477006365 0.12117257603778049 0.006233783520095153 0.16600213917997048 2.7831781679321344 313.46529035859345
24 1.0239720257814042 0.8146378208436073 89.96441245749594 0.5904779191156104 1.240204542657053 0.2688969799151085 0.004022298874862027 2.608635038738139 2.0210336483549325 1.4219795844331382 4.066447832235135 0.10125026054795651 0.18142766754574038 0.07521998417579069 0.046443480946126235 0.01094595329807611 0.0856757977952169 3.003289589944456 338.4470538603941
25 1.4456143308104947 0.7313485033977778 64.5956861919025 0.7106892539941518 0.7211931657136974 0.3519929145899787 0.5607915840993799 1.9436158949881794 2.3554336723592133 1.886057968782261 3.5511294187232854 0.11386054104772778 0.06248868746091749 0.03610286559818344 0.06678164626458019 0.005171456053430116 0.2963485109573608 0.7050630304430513 370.03575905067083
26 0.9598713930323719 0.5580996867422946 16.135175365232865 0.3163844221980498 0.6841110712444315 0.29363438456415203 0.32906200595870383 1.2782592533808201 3.8259045699751004 1.3070732221519572 3.6863517212867736 0.22345043073489668 0.20479333319797105 0.034729746967409325 0.06919563238070743 0.008153456488636858 0.33959965591261626 1.1326412398835126 498.0364371718967
27 0.6319851876003668 0.18395335323503242 46.27685232921503 0.4853272216542065 1.3960372649232669 0.15322322827380153 0.7313989792449377 1.6132818428007887 2.6687155049433935 1.986478779311292 3.8565750129846856 0.21984858006142963 0.16724049018480258 0.11119379190158568 0.10436264703741299 0.0035378875826280903 0.2372280741333859 1.478361087540102 239.2959040372476
28 1.2764655232336373 0.19820910597755573 75.29199226086494 0.5515898552406207 1.1970011104377452 0.3654592931884993 0.46930652231141234 1.4717494322452696 3.6152940054424105 0.5638580283243209 4.152926301411353 0.195570997339542 0.21036115641334086 0.08858947686001417 0.10920623867042607 0.003462770575044363 0.1832552258580089 0.7517858153133076 419.4114798542297
29 0.8888264119485393 0.4899671271054541 39.1113303671591 0.5805636352347955 0.9053175894252024 0.06115548543164505 0.368037756775911 2.451148784705438 3.3796330843167377 2.1718344294279817 4.177620998602361 0.16065736722815463 0.25876943621666226 0.07241494620220135 0.12428830288575267 0.004965023683105038 0.25000950335525335 1.3786296414078734 322.50574971524503
30 0.6581516293389723 0.9569282946919557 56.331433626310904 0.32438790566362447 1.5410294038243961 0.29618371478074235 1.1721815087917051 2.6596902304375547 3.111214680569246 1.628380245794542 3.2048486171243713 0.1635631280789878 0.1753145717738268 0.0714383212683982 0.08713293590986929 0.00312695848074685 0.08049358892816028 2.040298830993323 145.61135187449514
31 0.5986066977330483 0.5002446928494609 2.741878419206478 0.5242194744704664 0.3432705086433328 0.32200910635597074 0.9061782967764047 2.0397471175342803 3.474372550183907 1.1079817358776929 3.0258316654199735 0.10596090102639186 0.07534822700566851 0.04435970215594056 0.12501317822358654 0.006882593704642417 0.10225959199248238 1.6834408973980448 299.8399426416114
32 0.7101290753297508 0.6439320385258179 22.83025179344695 0.4016678700547293 0.9664765688015426 0.3556905090321787 0.8795999242609414 2.0683945185691117 2.158991099502891 2.23394827672746 2.784740625070408 0.1805297404753162 0.0837344910748148 0.07067677824084506 0.05400373008308735 0.010470402897251992 0.07063550449697911 0.5953560309190474 177.91718062882364
33 0.6227646425971761 0.624705775324488 8.949044416565448 0.5637036590670049 1.280371210984867 0.06730856730019671 0.35864663977514954 1.0546327297762037 3.3402900919504463 0.8464554453548043 2.6214794023195283 0.17248139255577702 0.11288031083602773 0.0815358203710301 0.1058582685989985 0.00445662336044349 0.055573710016484645 3.1577865067524433 228.174610732446
34 1.2137647223402745 0.41483804265619256 6.4430370726389805 0.3531301289254427 0.6712007487590423 0.4382922563014645 0.49969051312475704 0.9207096375152469 1.894481829609722 1.9692673737322912 2.900885698720813 0.11656597549409663 0.20115570591689588 0.03797836648537277 0.09637733385903348 0.006838053176786531 0.09359221297866654 2.1051112331064523 671.6861447884128
35 0.7780263957357966 0.10972852258360946 5.901984747243114 0.607096481313221 0.62347742041477 0.07660490488152949 0.5849556950159138 2.308456870620139 2.7727496652072294 2.035013342835009 3.6394257513293997 0.12532703799609363 0.14285005837478296 0.09591256739691302 0.07648881966888801 0.0026385123456507445 0.31259128855050294 0.5537482677420422 648.491312134741
36 0.5262210876634345 0.2958787767733448 2.4373038298683243 0.4665073988857865 0.4414238801412842 0.4280815255288966 0.5993532320735324 2.825303856069222 2.0602382897026836 1.8273018559906633 3.0833852897631004 0.06997462593363672 0.15756741018986659 0.04030847473464339 0.06337248643962576 0.011345021489832399 0.20641692554914784 2.1500742969158964 360.54856698198705
37 1.0746583634312266 0.5858185563678854 18.29313667716924 0.46636450392860923 0.4975746039109676 0.14615022000011055 0.7042353885537107 2.0934382649417964 2.967398970350623 1.809643236314878 4.4814214640250425 0.10283793584517442 0.09904324421509898 0.11795444333024196 0.119378058601927 0.003920629120800741 0.017545829721493728 2.243891941194483 485.25753038297563
38 0.9711744338320568 0.8825628588763067 24.228362308535726 0.672704213661067 1.368235619850447 0.24125043298574164 0.518906434195682 2.2404460655851293 3.213531415225007 1.9441215028753505 2.890462046377361 0.08959598521340273 0.17806890531601724 0.11036147192512742 0.10847918502280375 0.010591166566805416 0.29293040925832536 2.3514872976551686 184.05387735726595
39 1.3005980921839364 0.6996316300183535 73.28651540356223 0.47336353694416583 0.8632205255916341 0.3811903991553746 1.046823679490215 2.728051100471057 3.391434558467008 0.9266460310993715 3.352208188953809 0.20390976359403296 0.23495624435992085 0.0568012346019963 0.09379709691147035 0.010842166933701382 0.15731744193277486 0.5793499563753637 288.5187952287954
40 0.5678535858355463 0.39206483571254647 88.06493702915031 0.6247785617806763 0.3975162189573608 0.2875692816638481 1.0026804596441332 2.389771910496056 3.673867888581008 2.3629088638024403 2.6903142160037534 0.1360238073457041 0.07905348598386812 0.12386990222057276 0.08015641066962609 0.008066911001997398 0.27889366493780715 2.8868664124965338 404.84564221717983
41 0.7468346293387003 0.23844439626578243 86.89722204299179 0.6518288108664007 0.747902951473547 0.050537168158311385 0.08206924215399196 2.6794665974657983 2.498772849072702 0.8111592883244156 3.160644481899217 0.20014889012178502 0.11693397952480386 0.04985180244932126 0.0811967692903746 0.009284012288015293 0.04054196477624356 0.9673138366597505 822.6465330832934
42 0.6115063696564175 0.6012101459535771 58.368508707289585 0.6883968874790146 1.092567044211812 0.4353769788755756 0.09249947818411981 1.7462425697455182 3.3329911549715323 1.8553615773748606 3.719806513655931 0.09458760331658558 0.018082699177935157 0.09765785062597261 0.04012552460283637 0.005481517026692664 0.3168853119423036 1.2925112153719733 235.91014032500357
43 1.0579062210419217 0.8009528802353889 69.40829548377077 0.5004845484573767 1.2560070460386756 0.28651862238883974 0.2588034647639422 1.565649290983565 3.772618497009389 2.2453513672156262 4.344317162232473 0.1531895891616313 0.22929055555697717 0.1038563186200095 0.11420947600103483 0.01118819489006775 0.02454933586294819 2.0647869483660184 311.3139196664384
44 1.3859462477779014 0.5416438907796983 71.25774659039453 0.6463686034792289 1.4443386853977571 0.16158016894266938 1.0598534643749333 1.0985552638629452 3.2637042930349707 0.833556547332555 3.242254136442207 0.06770312235776653 0.04749755827747872 0.07692462455904324 0.05007970137422554 0.010324091804531171 0.2120303753057841 1.7419473256773643 361.9475457380879
45 0.6027259260951541 0.9145230360683054 88.44573893377093 0.47695257136862723 1.4485295373165048 0.196302543502124 1.0817485342035187 2.1735996446898205 3.1603405165905136 1.6426453381543977 4.081760095641949 0.1535834602483714 0.13248298132855651 0.09055931892979424 0.08665110356647715 0.0016176142995189765 0.1922208124486908 1.01317527307355 173.89658622053383
46 0.577713599188719 0.8832237043979113 54.29087532979902 0.4163836019024998 1.0773653313854148 0.24362742374972438 0.24201844109212747 1.0892959304852412 3.0187311399402095 0.8698906611930578 3.06105965659488 0.13216197826745474 0.16373921715700188 0.06482498928994064 0.07320644754381136 0.01061374267223706 0.13632482452984715 0.9262147968839953 308.62176727024433
47 1.4053331016609445 0.5908226649228019 77.00930873248726 0.39153709575694057 0.8325500317320691 0.3919956015488133 0.41525282428761945 1.6566831825254487 2.1224016623431816 2.4305536345858125 3.4187052581412716 0.12450849461865608 0.028071195544542515 0.038774233570741175 0.1104926058409237 0.007560555123300872 0.14734693046031663 1.8095519865889156 640.0504151021325
48 0.989331401034724 0.28256725861202 83.4555858082138 0.6347527796866372 0.29570782504403953 0.37290069111606106 0.68787146727402 1.1850699006579817 3.2428087993850934 1.7913154261838644 4.134591351896525 0.15768897105178195 0.04135547702302046 0.06730511951143851 0.06584816983874976 0.008850620980324242 0.19810386304176786 1.8628262609468242 741.2118621294239
49 1.0631683612195775 0.35115877842623744 53.47520368157421 0.4311367991777137 1.5533402894384971 0.31233848033158107 0.6288424225581601 1.6801511014346033 2.9366717379260807 1.9203035018919035 2.937461169385351 0.1281735024929482 0.03690795176512037 0.10207565745679999 0.036638982286399724 0.003385340163876752 0.26363274769240236 1.5302409221617295 273.41217588770655
50 1.3368923564441504 0.44307442806591285 59.65835618411656 0.5476081745310873 0.38061022109028875 0.22148177659439855 1.027079467114052 2.4735747953271496 2.1703254541242494 0.7565391478361562 3.157030441327952 0.17954523879766737 0.24540926092889834 0.08069139996126354 0.07742063952322485 0.0016976679078195413 0.22631995265055213 3.242935716867291 443.9347545199972
51 1.2904742648173124 0.7897035318927375 10.826682306197473 0.6283744475821778 1.5965776756728531 0.3964141169777606 0.29866794996727725 1.778560647731647 2.880858859862201 0.7041274851886555 4.589981824173592 0.09407805974958511 0.06509077259020844 0.09381645303034558 0.053717643417120334 0.0019212028735542247 0.27128898081212643 1.3086254716842143 190.48447718572945
52 1.014527298088651 0.747441687825136 5.325619019754231 0.7257568013919143 1.187303591142278 0.13665216750460676 0.04717635741691338 2.7498221569554886 1.8542998777143656 1.8721426869323476 4.577322312979959 0.23229179643342573 0.011001512602539424 0.05594024294608342 0.10716329276391763 0.004662227003424129 0.25812446018596114 2.898012500476783 169.6349912702267
53 1.3199495756998658 0.41763073605345563 76.47951728445479 0.620836718134284 0.5247553465859498 0.06939418327216988 0.9217301713622456 2.5851964712748305 1.8662129257712512 1.5838468096172438 3.2880998002691197 0.13332817042792067 0.22382820180821558 0.08429738246665903 0.08218013947411197 0.0053643409242402325 0.2867311973821571 2.327527791955644 539.2416517948666
54 1.108691273876466 0.21761276247212666 70.71146226511337 0.4596452426967025 0.5615247257682308 0.3612415646085795 0.6697929996355134 2.559139969614334 3.7885931200534104 0.5387797460099681 3.3892403433145954 0.16658623960924168 0.24049721395407758 0.04847082917102405 0.034236379416435 0.005051946031671242 0.07346438887828075 3.1790853210290195 565.6223940527681
55 1.4850296682980844 0.7183539781253786 40.301247420161964 0.3852715845774487 1.428560660280613 0.36923692836366595 1.1054677798370063 2.411391551573761 3.4552394778700544 0.9795763641269877 2.7607976731425152 0.08362319177269475 0.09555386322509589 0.10737003485303943 0.09600353308566022 0.007121984264489425 0.28983945948418105 1.5813975805453644 210.15247263914705
56 0.8105599344940857 0.8431156865661034 25.991162247327157 0.7045254111899808 1.0465603162272925 0.4002325764173362 0.9426850697591134 0.8445047857379542 1.9873091637762264 0.6271782028488814 4.243497355259024 0.17567488875377596 0.12400115929227581 0.08831739039925723 0.037460193504825726 0.005622876856625809 0.3305369649253247 2.555117713737004 138.24026212596385
57 0.7909825193835422 0.2526292158891447 47.91079041163903 0.303966430929862 1.3001710875390933 0.30267752688864247 0.2390521711076028 1.0421197668556124 3.564323726040311 0.614256880544126 3.0138478157063946 0.13947690433598178 0.0306046489016614 0.10682426486168775 0.07088959602473521 0.0021528172615279924 0.29885136063920037 1.411326496801148 349.65064003320157
58 0.9261539617180824 0.9060720471302047 42.63574193750974 0.3311149214762822 1.4130557537140604 0.27154769669124856 1.0328960465539851 1.8866049145394936 2.5782147008692844 1.3793724904675035 4.46541953697335 0.20503063021846618 0.1291495725417586 0.06383189741377618 0.11216294035036964 0.006680702652067601 0.0625343998406311 3.0650448889708026 175.23678435663044
59 1.139692590003833 0.9533728185934015 63.12061908482574 0.36426506450966 0.2949624740248452 0.21677330780394374 0.7426593946352159 0.9588959599239752 2.4052246329095213 1.279288870068267 4.383287752131 0.1505104664777119 0.15973698884795925 0.10943590827159783 0.05632976097226232 0.004286354210687541 0.2549030812553434 0.8786567545568266 285.2858611285624
60 1.4959973081503994 0.2032647399918642 40.57119301725179 0.4057934841567651 1.0747738219947554 0.16365380278258582 0.8168900537643792 0.9472360788332299 2.6961975668231024 1.6123488747281953 3.7541025512851776 0.1108392614456346 0.07917247303216315 0.07310598909812767 0.058549075690662124 0.008882019016301913 0.04401245970351046 2.7363201577221905 598.4219800151321
61 1.4139700197125786 0.23492873322870583 28.529414840857502 0.5201056702470407 1.0554750245714744 0.056145485101789225 0.7787064259663783 1.6918874585861339 3.753207485629246 1.4827108843298629 2.8166864366456865 0.10812071785840206 0.057931630396764355 0.060504158426245735 0.06775627906911937 0.007225983758057067 0.26830527595107617 2.9651185928914714 644.5530105944571
62 1.2332791208452545 0.154060876587173 17.854480357049034 0.39605664031431087 1.5908409240652617 0.3238032186537795 0.10351826337895124 1.4172973859542983 2.8538427350809794 0.8867726157419382 2.654827210637741 0.20956677868185722 0.1865501199634803 0.11900275198444224 0.12151668018067431 0.011010296979537142 0.24087974015624036 3.1086453470803757 590.3925473225534
63 0.7533101542666555 0.6372148088712711 19.974256822164172 0.44923485553815967 0.4115220994295179 0.3393902383880783 1.2904020445618267 1.260504976143129 2.2459728136565533 0.46398987303487954 3.9904654990835113 0.0978101730636206 0.04658967288634332 0.09498240930415867 0.1172761068500711 0.004114243205081739 0.27565081909376055 2.532009514258415 228.38622096446127
64 0.9939378235023468 0.7045179160400294 11.748490446642974 0.49507316238254306 0.9026021751790398 0.2012055630573537 0.13559564280850117 2.7960830747755243 3.7008429997507486 2.2045810690615326 4.227637242111377 0.1418814626923733 0.08601768263073456 0.12233371389237827 0.036147345649202654 0.010723489603963257 0.25130170013732184 2.863100917887753 428.7575984349033
65 0.9173828676599078 0.5717507817766164 82.23170191466343 0.5347429232386499 1.3019072611637503 0.32987657718716185 0.5253514246979984 1.7104238660214468 3.146086642802693 2.193232032456435 3.5317463643988596 0.11182066325763647 0.24269828194587575 0.06540562833996698 0.11612403193599848 0.002510257753770984 0.23570489297645839 0.7876291463947407 277.1035988239726
66 1.366748809381388 0.7634643810000271 33.21161644659005 0.33766535626724364 0.583353642642917 0.22435454186865128 0.39623312129780885 1.407362974183634 3.036069414061494 2.3125929811690003 3.619346845163964 0.22776573726084007 0.0871915119204361 0.04115920644382007 0.04688902883542358 0.006334388035809072 0.24365035377975314 3.2104768963847676 275.3872047198489
67 1.1614376682345757 0.7224292696984486 65.72442468793598 0.3624302214474604 1.1681810201637073 0.07960468754528088 0.2780858295456832 2.324272733591497 2.4790079931216313 0.5507550618425011 3.1881726048188286 0.07270384600414188 0.11008428273550491 0.0739417605787075 0.07882953113539994 0.0024108488529667425 0.04563094009516038 1.202730791635429 342.42062377268047
68 1.09435332252644 0.5655705031717663 41.9392393031856 0.5936776867810265 1.499803288893709 0.1729108408757858 1.3681607234563797 2.0175115595711395 2.7812050586333497 1.0914956852793694 3.0495253696572036 0.18247129459272868 0.06013524731080687 0.032919761230173386 0.11784935223169521 0.0048103819643285 0.09876698180198082 2.165714061478961 164.47993089585512
69 0.6911613783007488 0.7734790629628114 52.249505754536955 0.4432689875080809 0.883559428913174 0.4413964091359265 0.2914461666218914 1.8575844492390752 2.375371664925478 0.5061970385443418 2.7227050368627537 0.1781094552595702 0.2175478087967164 0.06812563496205382 0.07407159292491633 0.004918121211914737 0.052295166233567496 1.6057368365894904 262.43195607091513
70 0.9036488598003053 0.146476119897794 49.19179659748916 0.3123896444040537 0.33421785970371204 0.10581614262876099 1.3348926261875151 1.9617295801313597 2.0586157326493413 0.7383161563100293 4.192836321881041 0.0757575096437868 0.21396344254482041 0.05480349194621606 0.04778059236947502 0.004359104036730839 0.15975374395837477 2.478422145060381 452.3874076766065
71 0.9407538123684934 0.6219151735075283 27.22735417506192 0.6402062904645874 0.9903398697722795 0.17707707439208403 1.4038172832905547 2.2719665705179795 2.118847259646281 2.3979036069009454 3.863959006378427 0.14638009743698935 0.02115520149200367 0.12427814950433398 0.09473733675950335 0.003712788533732702 0.0076108633012492155 0.6301925512690528 136.60616088984608
72 1.3404735527746379 0.8963232326169964 65.69518844748382 0.3359131007434055 0.9752176289355194 0.27599734798730347 0.6107984612529959 0.9904422236699612 2.086779937972315 2.336522901160643 3.7728053076053034 0.08900283816235594 0.17170319838695497 0.09797085286007459 0.044299769610786015 0.0023778600389533313 0.17862016989583582 2.9844799782440954 300.1456018656334
73 0.5149766366626136 0.994863391139079 81.299702217523 0.40823543706316506 0.876766000177292 0.2370886815792788 1.2662752161303443 1.3507320588594303 2.739091315637342 1.170856762053445 3.926709604510106 0.18429462583430942 0.0684778480453235 0.058592582461304776 0.08561983986339328 0.010242810754316342 0.3347407972377304 1.181146322635265 238.0262426451561
74 0.8401376845221967 0.6040558766080066 9.132441208139062 0.3782153479544446 0.9523429624023659 0.18987709322977808 1.1390120993361903 1.5335538987163457 1.920373528767377 2.041320817866363 4.035427694544196 0.09164104854470843 0.255315818424252 0.04597299808462028 0.11094591237718825 0.009377091935398036 0.23252124528925572 2.0030585731151955 184.27724371328205
75 1.1156947865593245 0.10100704886531457 84.55714620784856 0.35422159698333594 1.0263967464497779 0.26195165610536936 0.5436280976671027 1.2191585835209116 1.9154236298101022 1.2418218034831807 3.2348084510024635 0.2069662548971687 0.05391388974530759 0.11484516418131198 0.06876989867150306 0.009757760994056388 0.3195843128493883 1.060142095408163 1016.3639443692558
76 0.7250099512562156 0.8305432124477812 61.35576049885713 0.43859492775782943 0.7732419886680412 0.08479123011295682 0.11997829602407759 1.5277393188513817 2.649899346982129 1.7409430393017828 4.448760829796083 0.15862883603202008 0.13772634986767696 0.10067626438040539 0.06429736859461048 0.008484081530662163 0.2655300959363896 0.8535791825306718 412.9338555297628
77 0.5381783844274469 0.33576107659540144 67.69892011291813 0.6106091957734525 1.3302025110608708 0.3791068011952285 0.6377386587664601 1.9248952835239472 2.22878398809582 1.52254132615868 2.8423411574354396 0.06616034088018653 0.1201459905772725 0.05387190714733513 0.06261915614485644 0.0030671827819980673 0.10709585206498573 1.9458934649440323 278.6083826960811
78 0.9636882400582544 0.3554408570344094 17.0557288630167 0.6850482644502073 1.516224927414106 0.1199648396542482 0.8072420275096014 2.6239071921212602 2.3197145066503433 1.7236127020977436 2.6704650130216034 0.19726187101037426 0.07002186427661625 0.09014152834508365 0.03876751530287722 0.004130711468288661 0.05950010241224917 0.532998968802102 153.92293154309422
79 0.7035781727591529 0.7547145706696903 72.00841371961869 0.3471477757383511 0.4731787387108243 0.14293114545893854 1.3422533042350948 2.1954116846062246 2.8642159447446462 1.297397114234045 3.963353893482126 0.18832029043419532 0.10771687317446278 0.12198044198186064 0.09695079799012041 0.00917075722781672 0.32393232538050165 2.627898435801948 321.2360883231535
