%eval_id interface RELDEPTH       DIAMETER       ANGLE          ELECTRELDEPTH  THICKNESS_SKIN THICKNESS_SCT  THICKNESS_APONEUROSIS THICKNESS_LOOSE_AREOLAR_TISSUE THICKNESS_SKULL_OUTER THICKNESS_SKULL_DIPLOE THICKNESS_SKULL_INNER THICKNESS_CSF  CONDUCTIVITY_SKIN CONDUCTIVITY_SCT CONDUCTIVITY_APONEUROSIS CONDUCTIVITY_LOOSE_AREOLAR_TISSUE CONDUCTIVITY_SKULL_CORTICAL CONDUCTIVITY_SKULL_DIPLOE CONDUCTIVITY_CSF AFmax_4um      GAFmax_4um     
26       INTERFACE  0.9692350085   0.6691235347   37.34828749    0.006157145629 0.2285081962   0.3420533476   0.4179680788   0.3607143246   2.350987938    1.919939042    1.805102559    3.749746246    0.06558829828  0.2882195973   0.1255397408   0.1307509637   0.004140235909 0.321797487    3.15729674     332.6160164    11.84110913    
27       INTERFACE  0.9316204232   0.7525955184   53.10455634    0.429518745    0.3617371897   1.410985697    0.5386354761   0.6940807623   0.935456363    2.572365462    0.1426091959   3.252615365    0.2194549605   0.08157494148  0.1077495468   0.09319138484  0.0132716855   0.1408803266   3.066310469    329.4065945    7.334181622    
28       INTERFACE  0.722618673    0.1690619524   41.95170028    0.4260298369   0.5287851681   1.900914638    0.1192887129   0.499170525    2.223644673    3.976241836    2.138697984    3.316088896    0.1806859043   0.1834512886   0.03479845864  0.02337455465  0.003910293489 0.1627969584   0.4091013147   294.9846634    8.969482486    
29       INTERFACE  0.9251263614   0.3526013862   84.50668319    0.1457675053   0.2487694388   1.147939578    0.3338680156   1.523561408    1.610670238    2.826820352    2.731648881    3.624122022    0.1070682884   0.3487727225   0.03680583028  0.1097581535   0.01275667027  0.1452411825   3.53182138     393.924203     8.496137159    
30       INTERFACE  0.3769787611   0.7609132563   43.76872703    0.0947543393   0.7892318443   0.4788445194   0.2844482973   0.9159037926   0.8270097712   2.007584474    1.909981057    2.498634375    0.07399449009  0.2550502068   0.1291722372   0.02266149687  0.009510168732 0.2705594872   0.1878158583   321.2243322    8.434341936    
31       INTERFACE  0.1650828481   0.5202758855   78.31894695    0.1973919747   0.7825331091   0.7782326414   0.4317090182   1.101265688    2.947025863    2.212336166    1.527165282    2.108234548    0.1541278023   0.2661608984   0.06788193006  0.1453652648   0.003024386843 0.3296899831   0.8144850608   321.870919     8.14130423     
32       INTERFACE  0.6239329616   0.1596155982   65.8035728     0.1527095888   0.448706233    1.479108339    0.3855043848   1.134478894    0.3891043081   3.452269786    2.039373474    3.170889791    0.07984437124  0.3381412387   0.08375166274  0.059573353    0.002077460429 0.3496510502   1.315424431    355.2700673    7.59372462     
33       INTERFACE  0.5229915506   0.255767227    24.83450659    0.1690599527   0.7477061543   1.323557631    0.2089415265   1.116119738    3.273537341    3.930346715    1.40735642     3.758769779    0.05416707331  0.2324319849   0.07165854961  0.1244777124   0.001987546934 0.3852222488   2.114099802    317.9913981    14.08629147    
34       INTERFACE  0.2734729242   0.3102849625   88.51918526    0.222448455    0.5345959901   0.3613276083   0.3763912031   1.441946249    2.410782649    1.823516606    0.5623738726   3.100503975    0.2667507104   0.04042926111  0.122149147    0.1037022943   0.008694560657 0.04808766429  0.1292415785   519.3855584    10.33317911    
35       INTERFACE  0.8628013065   0.965615502    89.14576521    0.2242817335   0.6912463894   0.1453238855   0.2740600292   1.492396682    1.688832264    4.058542273    1.452748429    3.675809905    0.1926854364   0.2975681194   0.07473952208  0.08328295387  0.01311187145  0.1032036835   3.195901508    400.0726559    8.866578805    
36       INTERFACE  0.4572226556   0.4729010221   63.18408366    0.4255688937   0.6969499698   1.45495109     0.545769588    0.9279539897   1.69058674     4.242901972    2.4671606      5.073543928    0.124835708    0.1888144017   0.144523141    0.1214652282   0.01044112587  0.2992214581   1.36573162     311.3844564    7.630584705    
37       INTERFACE  0.8937159497   0.6808804577   33.41635262    0.6219224737   0.650070813    1.057052071    0.3876101928   1.622941354    2.955985091    4.057362075    0.9775725512   4.442088087    0.2281222961   0.1655393489   0.08012945249  0.06324044811  0.001279840519 0.2135235429   2.904787791    141.5084646    10.99339767    
38       INTERFACE  0.7066578025   0.1877796207   56.65325083    0.08980864985  0.4167949074   1.062749218    0.3094677597   1.12754388     1.251790572    2.360655419    1.375412339    3.628159704    0.07900927617  0.087753434    0.1180961324   0.05218773655  0.001626308075 0.4287163145   1.964552122    551.5738259    10.26567362    
39       INTERFACE  0.07148895446  0.4378112327   29.36637569    0.8032395151   0.6720233095   1.016624413    0.1964982967   0.6424212279   1.590959741    3.483125948    2.073924538    3.17977362     0.1368969026   0.1631406644   0.142049687    0.1272923845   0.002535415264 0.356184254    0.7224047391   243.8337679    12.7419512     
40       INTERFACE  0.3355622962   0.7241939099   83.45651769    0.2731671446   0.6653511943   0.2370644316   0.446912494    1.099726907    2.274525305    4.11371986     2.576195019    4.863940137    0.2156462733   0.1676931669   0.1236431526   0.1099000662   0.006377219997 0.3159379315   0.150628043    375.3260149    8.328330798    
41       INTERFACE  0.3009726411   0.5287155252   75.13970028    0.7324358304   0.4922350541   1.253019956    0.497305612    0.7490062945   3.046817526    2.427452622    1.78866532     4.40762874     0.1637865204   0.2018126582   0.02117744238  0.01403121514  0.01020292427  0.3566127809   2.907760704    155.6981063    3.367152711    
42       INTERFACE  0.8293932886   0.1613785621   42.94518067    0.187029203    0.2599263474   0.9580675293   0.5312747802   1.055196548    1.06302192     2.144946923    0.9646671186   4.176596352    0.03830543497  0.2851162364   0.02253712054  0.1429575818   0.01233652558  0.384047584    0.136083685    230.8432509    6.636307173    
43       INTERFACE  0.5891390584   0.7854009232   67.61338641    0.02338031649  0.2336733139   1.831511238    0.1603737793   0.5249285771   0.771667457    2.552093931    2.508883001    2.157914114    0.1329585332   0.2631955634   0.01901496247  0.03994145459  0.007675041365 0.2575544661   0.3821373091   265.1593768    5.9106418      
44       INTERFACE  0.7948919388   0.940048704    25.75639417    0.6354963953   0.3979384586   1.544304876    0.5118640552   1.380152669    2.162651047    1.647012952    1.556862981    2.729860567    0.07590279447  0.09160544195  0.03593934113  0.04197985384  0.007930860041 0.4101820978   3.893438771    131.9977603    8.135299971    
45       INTERFACE  0.8660774535   0.1709832039   46.58730395    0.2697233245   0.4090076263   0.3501695369   0.2257481668   1.687450922    0.5285836026   3.831732754    1.547726548    3.16222948     0.2662793449   0.2236808427   0.05913463596  0.023911512    0.003153221776 0.1547800191   2.095000043    339.2817387    7.000523285    
46       INTERFACE  0.9285672477   0.9847783766   50.93916273    0.1850872634   0.5371700788   1.053775176    0.1529111546   0.9387948913   1.675924114    2.473786831    1.18579005     5.088611716    0.1172586579   0.1660576239   0.1409629292   0.1471135105   0.01179041778  0.2800888808   3.503163582    313.5005587    8.220104712    
47       INTERFACE  0.953452325    0.4872789026   60.94209329    0.1597884968   0.3359442073   0.9661734072   0.1767161823   0.7677900473   2.675723473    2.370779348    0.8325658632   3.49482556     0.239977137    0.3268556508   0.125789104    0.02999285334  0.004236311925 0.1705699927   1.617361366    372.8572288    9.68420714     
48       INTERFACE  0.3698421271   0.8443598709   38.11092121    0.2315753651   0.4989886231   1.225905811    0.3289818763   1.133309846    2.132786653    2.631764886    0.641131492    3.925284381    0.1414692721   0.03571199094  0.03706208664  0.1163667763   0.005069878896 0.2516969237   1.033392083    199.8776203    8.458916931    
49       INTERFACE  0.2329364162   0.5642920888   46.03761519    0.9878834117   0.2930398473   0.7415783836   0.2925065687   0.632658132    2.029617821    2.783613288    2.096548993    5.04987935     0.1003161945   0.3547029331   0.1284618787   0.1334429609   0.01065174863  0.462268399    2.619545839    288.3542095    9.182690158    
50       INTERFACE  0.03035205354  0.3015678869   9.442452127    0.06732249167  0.2346222321   0.1003455986   0.3406639549   1.428480934    1.910880779    2.176787245    1.064044987    2.380570165    0.1326358864   0.04429316649  0.1114247276   0.01549518412  0.01372658773  0.366080722    0.4753779175   736.7680473    13.31844828    
51       INTERFACE  0.4499609431   0.4917209197   88.64864828    0.6013567916   0.796142011    1.51399843     0.3643526192   0.2873408149   2.281627383    3.170991413    2.425931328    3.661813953    0.204157131    0.2888704411   0.1122812816   0.06390517764  0.004573275033 0.2539995227   0.5539634717   320.0016953    7.567351613    
52       INTERFACE  0.6138772355   0.9452075979   65.97616883    0.8166027791   0.7207424832   1.340797688    0.3812238697   1.769600609    1.619290427    3.93373348     2.320631991    4.900404221    0.2391668876   0.09534063072  0.1029073838   0.08076839807  0.002865170417 0.01427166553  3.395831498    144.9882773    7.3127094      
53       INTERFACE  0.5968960858   0.8596847667   67.8722239     0.6263706011   0.2158170275   1.417373513    0.1595897971   0.7780243621   1.010643509    1.751698284    0.2924687519   4.890821584    0.1539208008   0.02176725047  0.1423571849   0.06814978026  0.00470442636  0.1940385907   2.288920387    278.3615041    6.159459135    
54       INTERFACE  0.02037301223  0.6363852147   8.747233075    0.1224845597   0.6194433689   0.6116541145   0.194551361    0.9362661605   0.7207507859   1.411052689    0.7951953282   4.950028259    0.2110693692   0.002632494186 0.05050851797  0.1230527589   0.007782694177 0.02339134726  3.512331349    273.4121759    5.298373972    
55       INTERFACE  0.8514588516   0.3992560388   65.1456848     0.811624378    0.3820990019   1.392494325    0.1611441149   0.6619833346   1.578850884    1.949497643    1.03293315     3.642981065    0.07650163005  0.1221392595   0.1015580234   0.08991171646  0.005335285964 0.05791458127  0.7477784089   396.6281115    8.590509264    
56       INTERFACE  0.7177391331   0.8080175265   72.96582958    0.6198506087   0.5821052164   0.9195952757   0.1260698278   1.03106468     0.9234298604   2.640445313    1.414489812    3.071739184    0.2395928633   0.2319837113   0.01012868392  0.03575189389  0.00570139949  0.06043918068  3.630559903    206.2435614    5.264854733    
57       INTERFACE  0.5747073882   0.1828512398   60.52974442    0.3418391306   0.2638715832   1.222664406    0.4754257882   0.8841557225   2.904287552    1.408687449    0.800035988    4.736443435    0.1165810541   0.06590679772  0.06610605783  0.01988481313  0.01014837108  0.04053340537  3.669504875    402.8235889    8.831373406    
58       INTERFACE  0.6848929204   0.1092948315   50.16896385    0.8631421636   0.7491955312   0.2563169075   0.243599196    0.51083525     0.6495756025   3.198521587    2.122549561    3.845960868    0.229535019    0.2278456502   0.1019049937   0.100342478    0.007543151385 0.3071029316   2.200929736    708.4240323    12.3006464     
59       INTERFACE  0.03477678375  0.358792193    6.770761677    0.7008451623   0.6444334758   0.5288130796   0.5403884073   0.9350634514   1.480503353    3.587168602    1.151826077    2.127586334    0.1984701729   0.1242409048   0.02827465189  0.1038152143   0.003575863191 0.001450956661 0.9702485712   180.5505524    12.39103025    
60       INTERFACE  0.2456521669   0.576242139    36.87493845    0.4194371041   0.8108950977   0.8561754077   0.3412111146   0.4481721658   1.950841401    2.578155631    2.448678562    3.219159487    0.1000704177   0.3361868524   0.1448498307   0.1187110731   0.009838250958 0.4602130733   2.759736866    274.2938852    10.79338698    
61       INTERFACE  0.8031257905   0.6856890396   69.68982088    0.4128597966   0.7573905335   0.2602858581   0.1141265919   0.2603034656   2.487000492    1.668520589    1.845159284    3.498415826    0.1697724123   0.2464704538   0.03025602371  0.0905788012   0.005197877985 0.1674013054   1.887161242    444.1933892    8.968360342    
62       INTERFACE  0.1914119014   0.8106749285   45.68408804    0.1651467481   0.2172205183   0.3559335677   0.2310814267   1.023641086    2.001186477    3.752924401    1.898179108    2.752079714    0.07569227065  0.06078988515  0.1479602588   0.1460735579   0.007901529073 0.3433072284   1.736006228    391.1262455    8.219998673    
63       INTERFACE  0.1959637237   0.3228534134   85.22975672    0.490027421    0.7302433026   1.698759416    0.4054507861   1.082435483    2.9210917      2.181084845    2.34901922     2.411940014    0.1716826731   0.1472085737   0.1425444731   0.1296212221   0.009611318139 0.1074629149   1.749196884    290.6936782    7.427999015    
64       INTERFACE  0.5457923421   0.1258510358   30.46376114    0.7548495058   0.3584061448   1.094713416    0.1978192329   0.6733483087   1.054317991    2.274597524    2.654660324    4.039016247    0.2000456111   0.2450926782   0.09488597863  0.1024476227   0.007187367796 0.4271150074   0.4958432012   343.1730157    10.27190716    
65       INTERFACE  0.9874075891   0.9446785582   73.6621034     0.4472910675   0.2834907606   1.614587059    0.2716524525   1.584429503    1.998613307    2.499234614    2.638550666    4.621331612    0.04433594025  0.2636868294   0.1138600385   0.05767479219  0.0037497903   0.1838777992   0.1040644264   199.1487406    6.868284598    
66       INTERFACE  0.9092639405   0.9966566177   4.379943363    0.7220503464   0.7896516895   1.67860982     0.4886911131   0.4907694302   1.926592295    3.359596553    0.4237711505   3.95276988     0.2385644318   0.09753562741  0.07539677687  0.1185791708   0.001044833236 0.1383424155   0.9678878796   160.318263     10.5181075     
67       INTERFACE  0.175890474    0.9188877985   5.07622623     0.4115601358   0.4333210021   1.423178271    0.4384500471   1.488950322    2.973277607    3.467886768    0.1833788547   5.034182314    0.08414133827  0.05863574984  0.1466115821   0.128842266    0.006092722441 0.1428679402   2.793314832    154.6988357    10.01505664    
68       INTERFACE  0.5989487752   0.3819864602   63.36913251    0.4624750124   0.8021173803   1.501405254    0.31184466     0.9131000539   1.683269865    3.21688173     1.854303109    3.777211878    0.2084646007   0.1424342284   0.1329890083   0.06858873301  0.006409657952 0.4260494027   1.843657934    335.2493881    7.417666675    
69       INTERFACE  0.06195512327  0.5697042293   26.94547126    0.04359003434  0.3719414053   0.8478729415   0.4991597497   1.436984112    0.5588362147   2.128254562    1.077767712    2.776346171    0.1388003397   0.2176832719   0.07579482132  0.06904862038  0.004280823999 0.03652548685  2.248644408    243.9513291    10.84080333    
70       INTERFACE  0.4767058099   0.6398698308   70.91119371    0.2514560354   0.7875536358   1.531180631    0.1709486329   0.9629874561   2.316368584    3.75520615     2.412506187    4.462751509    0.2603339055   0.0973303221   0.06329431698  0.07895776266  0.001111133591 0.238453564    1.319019526    275.9985232    7.882053626    
71       INTERFACE  0.8004805591   0.6400385778   20.92664669    0.2637151308   0.3094571499   0.6718190604   0.4251255041   0.2845533421   1.027014071    1.561551646    0.7124549258   2.290402847    0.1169653896   0.1293066036   0.1401207146   0.06343544622  0.004853133572 0.360266879    3.506822069    342.0444278    10.19761939    
72       INTERFACE  0.3684874081   0.3792388813   30.8644107     0.1901501      0.2280262611   1.265645864    0.1772280964   1.319991566    1.878879759    2.28851808     0.2261287578   4.466130027    0.2014178271   0.3529817747   0.05702228591  0.02059147936  0.008604629874 0.2849685748   0.01090151936  168.947258     9.100575308    
73       INTERFACE  0.4286346249   0.7651886054   38.47255305    0.7570166385   0.5115328335   0.2128911507   0.2488488853   1.063429466    2.269367314    1.692680316    1.872218746    4.978135824    0.1433651256   0.09482730415  0.1431222404   0.08212927683  0.007134948158 0.2936678737   3.594454369    251.522273     9.778257166    
74       INTERFACE  0.5534541309   0.1292598546   32.74767208    0.1297413481   0.7319504523   0.7396214513   0.5368414518   0.8727903027   2.454156823    3.767194046    1.047461617    2.936237238    0.1312196332   0.3462971563   0.06663076023  0.03725441214  0.008393548294 0.2662932308   3.574073956    270.6024623    9.657501486    
75       INTERFACE  0.7619182602   0.1025447077   70.54969574    0.2585953763   0.4474212817   1.53517703     0.1998527447   1.351751159    2.352487234    2.670501933    2.03394511     2.952676895    0.2469009392   0.1596751957   0.07094318481  0.01091265267  0.002003946909 0.008129728686 3.540907138    291.7811196    5.819876032    
76       INTERFACE  0.1128387963   0.7026818749   26.88506571    0.336155932    0.5924596128   1.362122695    0.4760317113   0.6486588875   0.4516919174   2.609101589    2.91923355     3.559114672    0.2009543256   0.01314853197  0.09172444183  0.04231590161  0.01388019638  0.0583783049   0.04447481549  125.8022829    7.943781029    
77       INTERFACE  0.3027262593   0.8022275761   67.48484693    0.8814632777   0.2272076415   0.596572866    0.338335097    0.5859562992   1.538619553    1.659558307    1.44839009     5.040247577    0.2443500493   0.01843555115  0.05425678837  0.02919184748  0.01124952215  0.2891006355   3.269382091    350.214934     7.757574607    
78       INTERFACE  0.5919284467   0.82182581     22.50233164    0.301799554    0.4809185045   1.75741028     0.3285279597   1.514619109    0.3505455118   3.379564411    2.253762919    4.113088149    0.2745119795   0.1681589787   0.1199253493   0.0196840421   0.002043780593 0.4208126839   3.136929531    112.3709113    7.121281284    
79       INTERFACE  0.3130279073   0.7372232342   29.7133597     0.9459590254   0.2211049134   1.262442186    0.4874320668   1.686069804    2.821841243    4.157477778    0.9879941779   3.160110863    0.2131207555   0.225392044    0.01394763266  0.08008661629  0.0014892439   0.2209373741   0.6524215045   74.69253384    10.40303015    
80       INTERFACE  0.3932910455   0.8380863985   17.84335549    0.3184417987   0.6254612594   1.424698097    0.1781534362   1.27029119     1.22152754     1.819831128    2.885277929    4.192508686    0.1647318309   0.2601646203   0.1186961563   0.1352273902   0.001465260224 0.2020104749   0.3855516364   175.7305416    14.31673969    
81       INTERFACE  0.5842079478   0.2096583539   36.99979974    0.4758561127   0.7049698579   0.5542885267   0.3164517585   0.8492862172   0.3469528845   3.894242476    2.010106255    3.472452318    0.09349855026  0.06957133161  0.07047244474  0.1312962775   0.01036537059  0.4251021254   0.7843131328   599.656373     11.69191501    
82       INTERFACE  0.4231933573   0.4886925614   87.18044623    0.4799024115   0.3912139041   0.4644488414   0.4933936939   0.5051811764   1.70204114     3.495349068    2.862480442    3.892918378    0.0359344285   0.2225869192   0.03565694386  0.04312393023  0.001963135434 0.3082464407   3.914906195    393.1953233    8.68765008     
83       INTERFACE  0.2272792731   0.2992462351   71.45223254    0.1986377381   0.4007833962   1.550143406    0.3377160654   0.5380421577   1.539483933    3.737269224    2.745834789    3.323709781    0.1893796635   0.1283073218   0.07894291484  0.06467066995  0.001903392598 0.2954620322   2.48267334     315.6754417    8.561395678    
84       INTERFACE  0.2924184376   0.1324543526   16.04197647    0.0326567995   0.3177166424   1.850049501    0.3792296542   0.7427793728   2.595687496    2.85390346     2.404432727    2.674523747    0.1633930181   0.1978166527   0.1136823501   0.09431698145  0.0049663979   0.2022427769   2.240782384    244.8212823    12.82736544    
85       INTERFACE  0.3534680144   0.1915490536   25.08228155    0.6839284856   0.5132724227   1.843009246    0.1285832801   0.2902715026   2.521321974    2.849761892    2.450855431    4.894328434    0.2514734319   0.3413803957   0.07500252561  0.08384988888  0.01272357749  0.1244150566   0.314335728    242.1879105    12.50125632    
86       INTERFACE  0.1837126232   0.8570686866   46.1764649     0.6162576976   0.3468201958   1.358130421    0.3221415524   0.9472593032   1.308137341    3.561659444    0.2008271892   4.052864232    0.08909579515  0.1852676466   0.07380178129  0.1466039477   0.006705635864 0.2708519367   2.044260594    225.3884093    8.630252802    
87       INTERFACE  0.5610197943   0.8688819085   57.17722835    0.5005803322   0.3171246938   0.6800202705   0.1784178376   0.8422978025   0.6970356664   3.332088207    0.963052502    4.80652172     0.2363042219   0.2691155729   0.01512463137  0.1219228046   0.01054095656  0.003301903892 2.230902631    222.9313794    9.269849444    
88       INTERFACE  0.2966863624   0.8537197953   83.80490386    0.3631073889   0.654682127    1.857121881    0.3170095704   0.8689864403   1.242153503    4.208087843    0.6053072963   4.773996517    0.1254059654   0.2454759844   0.04401185993  0.1049609277   0.01051496133  0.3558827277   1.249276437    228.6095873    5.793765496    
